idx	species	label	label_name	cluster	source	rep_name
68	zebrafish	3	DNA	6	genomic_boundary	DNA-1-11_DR
69	zebrafish	3	DNA	4	genomic_boundary	TDR13
70	rice	7	LTRs	6	genomic_boundary	LTR_Os_chr_08_1526 (02.01.01.99)
71	rice	7	LTRs	0	genomic_boundary	LTR_Os_chr_02_255 (02.01.01.10.99)
72	rice	7	LTRs	2	genomic_boundary	RLG_59445:mipsREdat_9.3p_ALL
73	maize	8	unknown	4	genomic_boundary	iwik_AC203371_7824
74	rice	7	LTRs	0	genomic_boundary	RLG_59445:mipsREdat_9.3p_ALL
75	chicken	1	CR1	1	genomic_boundary	CR1-X1
76	chicken	1	CR1	1	genomic_boundary	CR1-F2
77	mouse	6	L1	4	genomic_boundary	L1MdF_V
78	mouse	4	ERVK	4	genomic_boundary	MMERVK9C_I
79	mouse	4	ERVK	4	genomic_boundary	MYSERV-int
80	maize	8	unknown	7	genomic_boundary	chr6:91080821..91091061
81	maize	8	unknown	2	genomic_boundary	TE_00012335_LTR
82	chicken	1	CR1	1	genomic_boundary	CR1-F2
83	chicken	1	CR1	1	genomic_boundary	CR1-C4
84	zebrafish	3	DNA	2	genomic_boundary	DNA25TWA1_DR
85	mouse	4	ERVK	6	genomic_boundary	RLTR13D3A1
86	mouse	6	L1	0	genomic_boundary	Lx2B2
87	maize	2	Copia	7	genomic_boundary	TE_00015892_INT
88	chicken	1	CR1	7	genomic_boundary	CR1-11_Crp
89	mouse	6	L1	0	genomic_boundary	Lx5b
90	chicken	1	CR1	1	genomic_boundary	CR1-C4
91	mouse	6	L1	7	genomic_boundary	Lx5b
92	maize	8	unknown	3	genomic_boundary	odoj_AC194387_4072
93	maize	8	unknown	7	genomic_boundary	fate_AC194466_4144
94	mouse	4	ERVK	1	genomic_boundary	IAPEz-int
95	zebrafish	3	DNA	6	genomic_boundary	TDR8D
96	chicken	1	CR1	1	genomic_boundary	CR1-C3
97	maize	8	unknown	5	genomic_boundary	TE_00023584_INT
98	rice	7	LTRs	2	genomic_boundary	LTR_Os_chr_01_147 (02.01.01.10.99)
99	mouse	6	L1	7	genomic_boundary	L1MdF_III
100	maize	8	unknown	6	genomic_boundary	naiba_AC195481_139
101	mouse	6	L1	4	genomic_boundary	Lx3_Mus
102	sorghum	5	Gypsy	5	genomic_boundary	Gypsy-122_SBi-LTR
103	mouse	4	ERVK	3	genomic_boundary	MMERVK9C_I
104	mouse	6	L1	6	genomic_boundary	L1MD
105	sorghum	2	Copia	5	genomic_boundary	Copia-34_SB-LTR
106	rice	7	LTRs	4	genomic_boundary	TIGR_ORSgTERT00200943_11304
107	maize	5	Gypsy	6	genomic_boundary	prem1_AC206253_9147
108	zebrafish	3	DNA	6	genomic_boundary	DNA-4-3_DR
109	maize	5	Gypsy	6	genomic_boundary	cinful_zeon_AC202991_7588
110	mouse	4	ERVK	1	genomic_boundary	RLTR20B3
111	zebrafish	3	DNA	6	genomic_boundary	DNA-1-11_DR
112	mouse	4	ERVK	0	genomic_boundary	RMER13A1
113	mouse	4	ERVK	0	genomic_boundary	ERVB4_1B-I_MM
114	mouse	6	L1	0	genomic_boundary	Lx8
115	mouse	4	ERVK	7	genomic_boundary	RMER6C
116	maize	8	unknown	3	genomic_boundary	TE_00005132
117	maize	2	Copia	4	genomic_boundary	chr9_P_79032327
118	chicken	1	CR1	0	genomic_boundary	CR1-C2
119	mouse	6	L1	7	genomic_boundary	L1MB1
120	mouse	6	L1	6	genomic_boundary	L1MA6
121	chicken	1	CR1	0	genomic_boundary	CR1-Y3
122	maize	8	unknown	0	genomic_boundary	iwik_AC203371_7824
123	zebrafish	3	DNA	5	genomic_boundary	DNA-1-3B_DR
124	maize	2	Copia	7	genomic_boundary	ruda_AC202870_7495
125	zebrafish	3	DNA	3	genomic_boundary	DNA-X-12_DR
126	mouse	6	L1	0	genomic_boundary	L1MdA_VI
127	mouse	6	L1	7	genomic_boundary	Lx
128	chicken	1	CR1	1	genomic_boundary	CR1-F2
129	mouse	6	L1	3	genomic_boundary	L1_Mur1
130	maize	5	Gypsy	6	genomic_boundary	tekay_AC211245_11065
131	maize	8	unknown	2	genomic_boundary	TE_00006245_LTR
132	maize	2	Copia	5	genomic_boundary	ji_AC213834_12382
133	rice	7	LTRs	5	genomic_boundary	LTR_Os_chr_10_1833 (02.01.01.99)
134	maize	2	Copia	4	genomic_boundary	chr5_P_9712308
135	western_clawed_frog	1	CR1	0	genomic_boundary	CR1_1b_Xt
136	rice	7	LTRs	2	genomic_boundary	LTR_Os_chr_04_800 (02.01.01.99)
137	maize	2	Copia	2	genomic_boundary	chr6_P_87978263
138	mouse	4	ERVK	1	genomic_boundary	RLTR13D1
139	mouse	6	L1	0	genomic_boundary	Lx2
140	rice	7	LTRs	2	genomic_boundary	LTR_Os_chr_07_1438 (02.01.01.99)
141	maize	2	Copia	5	genomic_boundary	opie_AC188002_2029
142	maize	5	Gypsy	5	genomic_boundary	dagaf_AC195302_4533
143	maize	5	Gypsy	7	genomic_boundary	cinful_zeon_AC203004_7602
144	chicken	1	CR1	0	genomic_boundary	CR1-Y1_Aves
145	maize	5	Gypsy	2	genomic_boundary	huck_AC210804_10865
146	zebrafish	3	DNA	3	genomic_boundary	DNA-6-N8_DR
147	maize	5	Gypsy	2	genomic_boundary	huck_AC210079_10574
148	maize	5	Gypsy	6	genomic_boundary	cinful_zeon_AC194967_4388
149	zebrafish	3	DNA	6	genomic_boundary	DNA-8-3_DR
150	maize	8	unknown	4	genomic_boundary	chr10:78202555..78212474
151	chicken	1	CR1	0	genomic_boundary	CR1-E
152	maize	5	Gypsy	2	genomic_boundary	doke_AC186158_1307
153	chicken	1	CR1	0	genomic_boundary	CR1-E
154	mouse	6	L1	1	genomic_boundary	L1MdF_II
155	mouse	4	ERVK	4	genomic_boundary	RMER19C
156	zebrafish	3	DNA	2	genomic_boundary	DNA-1-3B_DR
157	mouse	6	L1	1	genomic_boundary	Lx
158	western_clawed_frog	1	CR1	1	genomic_boundary	CR1-2_XT
159	maize	8	unknown	4	genomic_boundary	ji_AC204382_8228
160	mouse	6	L1	1	genomic_boundary	L1MdF_IV
161	mouse	6	L1	7	genomic_boundary	Lx8
162	maize	2	Copia	2	genomic_boundary	chr6_P_87978263
163	chicken	1	CR1	0	genomic_boundary	CR1-E
164	maize	5	Gypsy	6	genomic_boundary	TE_00002170_INT
165	chicken	1	CR1	0	genomic_boundary	CR1-Y3
166	zebrafish	3	DNA	5	genomic_boundary	DNA-3-6_DR
167	zebrafish	3	DNA	5	genomic_boundary	DNA25TWA2_DR
168	maize	2	Copia	4	genomic_boundary	giepum_AC211251_11074
169	maize	2	Copia	5	genomic_boundary	TE_00002491_LTR
170	mouse	4	ERVK	0	genomic_boundary	RMER6D
171	chicken	1	CR1	6	genomic_boundary	CR1-X2
172	mouse	6	L1	0	genomic_boundary	L1MdF_IV
173	rice	7	LTRs	5	genomic_boundary	RLX_59345:mipsREdat_9.3p_ALL
174	rice	7	LTRs	3	genomic_boundary	LTR_Os_chr_01_191 (02.01.01.99)
175	rice	7	LTRs	2	genomic_boundary	RLC_60424:mipsREdat_9.3p_ALL
176	maize	2	Copia	5	genomic_boundary	opie_AC217577_13524
177	zebrafish	3	DNA	6	genomic_boundary	DNA-6-N2_DR
178	mouse	4	ERVK	1	genomic_boundary	RMER17B
179	rice	7	LTRs	4	genomic_boundary	LTR_Os_chr_01_117 (02.01.01.10.99)
180	mouse	6	L1	7	genomic_boundary	Lx3A
181	maize	2	Copia	5	genomic_boundary	ji_AC193479_3665
182	mouse	4	ERVK	1	genomic_boundary	RMER13B
183	maize	2	Copia	4	genomic_boundary	opie_AC202033_7274
184	maize	5	Gypsy	4	genomic_boundary	grande_AC200214_6803
185	maize	8	unknown	1	genomic_boundary	RIX_edaej_AC215611_0
186	mouse	6	L1	6	genomic_boundary	L1_Mur2
187	maize	8	unknown	7	genomic_boundary	odoj_AC194387_4072
188	mouse	6	L1	4	genomic_boundary	L1MdMus_I
189	maize	8	unknown	5	genomic_boundary	ji_AC209892_10463
190	mouse	6	L1	7	genomic_boundary	L1MB3
191	rice	7	LTRs	5	genomic_boundary	Os1597_LTR:rice6.9.5.liban
192	maize	2	Copia	5	genomic_boundary	chr10_P_98050947
193	zebrafish	3	DNA	5	genomic_boundary	DNA-1-3B_DR
194	mouse	4	ERVK	0	genomic_boundary	RLTR13B4
195	mouse	4	ERVK	6	genomic_boundary	RLTR13C3
196	maize	2	Copia	2	genomic_boundary	opie_AC188002_2029
197	mouse	6	L1	6	genomic_boundary	L1MD
198	mouse	4	ERVK	0	genomic_boundary	RMER20B
199	maize	8	unknown	3	genomic_boundary	odoj_AC194387_4072
200	chicken	1	CR1	0	genomic_boundary	CR1-F
201	western_clawed_frog	1	CR1	1	genomic_boundary	CR1_1b_Xt
202	western_clawed_frog	1	CR1	1	genomic_boundary	CR1-2_XT
203	maize	8	unknown	6	genomic_boundary	uwum_AC190887_2701
204	rice	7	LTRs	4	genomic_boundary	LTR_Os_chr_11_1998 (02.01.01.99)
205	western_clawed_frog	1	CR1	1	genomic_boundary	CR1_1b_Xt
206	maize	8	unknown	6	genomic_boundary	ubow_AC194933_4355
207	rice	7	LTRs	2	genomic_boundary	RLX_28574:mipsREdat_9.3p_ALL
208	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1a_Xt
209	rice	7	LTRs	6	genomic_boundary	RLG_59856:mipsREdat_9.3p_ALL
210	mouse	6	L1	7	genomic_boundary	Lx6
211	mouse	6	L1	7	genomic_boundary	Lx9
212	zebrafish	3	DNA	6	genomic_boundary	DNA-X-4_DR
213	brachypodium	5	Gypsy	2	genomic_boundary	Gypsy-23_BD-I
214	maize	5	Gypsy	6	genomic_boundary	prem1_AC206253_9147
215	rice	7	LTRs	4	genomic_boundary	RLX_58748:mipsREdat_9.3p_ALL
216	chicken	1	CR1	0	genomic_boundary	CR1-E
217	chicken	1	CR1	0	genomic_boundary	CR1-F2
218	rice	7	LTRs	3	genomic_boundary	Os2214_LTR:rice6.9.5.liban
219	maize	8	unknown	5	genomic_boundary	bumy_AC216354_13379
220	zebrafish	3	DNA	6	genomic_boundary	TDR8D
221	rice	7	LTRs	5	genomic_boundary	LTR_Os_chr_12_2150 (02.01.01.99)
222	zebrafish	3	DNA	3	genomic_boundary	DNA-2-19_DR
223	maize	2	Copia	4	genomic_boundary	ji_AC209892_10463
224	sorghum	5	Gypsy	7	genomic_boundary	Gypsy-34_SB-I
225	rice	7	LTRs	2	genomic_boundary	LTR_Os_chr_11_1998 (02.01.01.99)
226	mouse	6	L1	0	genomic_boundary	Lx5b
227	maize	8	unknown	7	genomic_boundary	TE_00017313_INT
228	rice	7	LTRs	2	genomic_boundary	RLC_60424:mipsREdat_9.3p_ALL
229	maize	8	unknown	6	genomic_boundary	TE_00027486_LTR
230	maize	8	unknown	5	genomic_boundary	TE_00007895_LTR
231	mouse	4	ERVK	6	genomic_boundary	ETnERV2-int
232	rice	7	LTRs	4	genomic_boundary	LTR_Os_chr_04_800 (02.01.01.99)
233	sorghum	2	Copia	5	genomic_boundary	Copia-141_SB-LTR
234	maize	5	Gypsy	5	genomic_boundary	flip_AC194904_4319
235	thale_cress	7	LTRs	7	genomic_boundary	LTR_Al_scaffold_0006_1022 (02.01.01.99)
236	zebrafish	3	DNA	3	genomic_boundary	DNA-3-3_DR
237	mouse	4	ERVK	5	genomic_boundary	RLTR13B1
238	maize	5	Gypsy	2	genomic_boundary	huck_AC186603_1556
239	mouse	6	L1	1	genomic_boundary	Lx
240	maize	2	Copia	4	genomic_boundary	chr10_P_98050947
241	chicken	1	CR1	0	genomic_boundary	CR1-F2
242	rice	7	LTRs	6	genomic_boundary	Os2_14_1L
243	maize	8	unknown	7	genomic_boundary	ji_AC204382_8228
244	mouse	6	L1	7	genomic_boundary	Lx8
245	thale_cress	7	LTRs	5	genomic_boundary	LTR_Os_chr_01_159 (02.01.01.99)
246	chicken	1	CR1	1	genomic_boundary	CR1-X2
247	chicken	1	CR1	1	genomic_boundary	CR1-C4
248	rice	7	LTRs	2	genomic_boundary	RG/101
249	mouse	4	ERVK	4	genomic_boundary	RLTR13B4
250	maize	2	Copia	5	genomic_boundary	chr9_P_79032327
251	zebrafish	3	DNA	5	genomic_boundary	DNA2-2_DR
252	maize	2	Copia	5	genomic_boundary	gori_AC193308_3536
253	maize	2	Copia	2	genomic_boundary	chr4_D_40959532
254	maize	8	unknown	2	genomic_boundary	TE_00020514_LTR
255	maize	5	Gypsy	6	genomic_boundary	cinful_zeon_AC201757_7049
256	mouse	4	ERVK	1	genomic_boundary	RLTR10-int
257	chicken	1	CR1	1	genomic_boundary	CR1-C
258	mouse	6	L1	2	genomic_boundary	L1MdF_IV
259	zebrafish	3	DNA	6	genomic_boundary	TDR23
260	rice	7	LTRs	6	genomic_boundary	ORSiCMCM00200001 (02.01.01.99)
261	mouse	4	ERVK	0	genomic_boundary	RMER13B
262	maize	2	Copia	5	genomic_boundary	chr5_P_133655019
263	mouse	4	ERVK	0	genomic_boundary	RLTR26D_MM
264	maize	5	Gypsy	6	genomic_boundary	cinful_zeon_AC208228_9805
265	mouse	4	ERVK	0	genomic_boundary	RLTR19-int
266	maize	5	Gypsy	6	genomic_boundary	prem1_AC206253_9147
267	zebrafish	3	DNA	6	genomic_boundary	DNA9NNN1_DR
268	maize	2	Copia	5	genomic_boundary	giepum_AC211251_11074
269	rice	7	LTRs	2	genomic_boundary	RLG_159079:mipsREdat_9.3p_ALL
270	zebrafish	3	DNA	0	genomic_boundary	TDR13
271	chicken	1	CR1	0	genomic_boundary	CR1-H
272	mouse	4	ERVK	1	genomic_boundary	IAPEz-int
273	maize	8	unknown	6	genomic_boundary	ubow_AC194933_4355
274	maize	5	Gypsy	6	genomic_boundary	prem1_AC196065_4927
275	maize	2	Copia	6	genomic_boundary	chr9_P_79032327
276	maize	8	unknown	1	genomic_boundary	chr10:78202555..78212474
277	chicken	1	CR1	0	genomic_boundary	CR1-Y
278	chicken	1	CR1	1	genomic_boundary	CR1-Y4
279	maize	2	Copia	4	genomic_boundary	chr6_D_62813001
280	brachypodium	5	Gypsy	2	genomic_boundary	Gypsy-20_BD-I
281	maize	8	unknown	5	genomic_boundary	chr9:94372214..94381363
282	mouse	4	ERVK	1	genomic_boundary	RMER17A2
283	mouse	6	L1	2	genomic_boundary	L1MdA_III
284	chicken	1	CR1	0	genomic_boundary	CR1-B2
285	rice	7	LTRs	6	genomic_boundary	Os0118_LTR:rice6.9.5.liban
286	chicken	1	CR1	4	genomic_boundary	CR1-8_Crp
287	maize	2	Copia	4	genomic_boundary	chr1_D_275633391
288	sorghum	5	Gypsy	5	genomic_boundary	Gypsy-122_SBi-LTR
289	maize	2	Copia	5	genomic_boundary	ji_AC215728_13156
290	mouse	6	L1	0	genomic_boundary	Lx2B
291	rice	7	LTRs	2	genomic_boundary	LTR_Os_chr_05_1056 (02.01.01.99)
292	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1a_Xt
293	mouse	4	ERVK	1	genomic_boundary	RLTR11A
294	chicken	1	CR1	0	genomic_boundary	CR1-G
295	maize	5	Gypsy	2	genomic_boundary	huck_AC194973_4393
296	maize	5	Gypsy	2	genomic_boundary	doke_AC197224_5479
297	mouse	4	ERVK	3	genomic_boundary	RMER12C
298	maize	2	Copia	5	genomic_boundary	chr3_P_39978843
299	rice	7	LTRs	4	genomic_boundary	RLX_58887:mipsREdat_9.3p_ALL
300	maize	8	unknown	6	genomic_boundary	uwum_AC190887_2701
301	mouse	6	L1	7	genomic_boundary	L1M2
302	maize	8	unknown	6	genomic_boundary	ubow_AC194933_4355
303	zebrafish	3	DNA	6	genomic_boundary	TDR23
304	maize	5	Gypsy	7	genomic_boundary	cinful_zeon_AC202991_7588
305	maize	2	Copia	5	genomic_boundary	chr2_D_224980689
306	mouse	6	L1	4	genomic_boundary	Lx6
307	mouse	6	L1	4	genomic_boundary	L1MdA_IV
308	chicken	1	CR1	0	genomic_boundary	CR1-Y1_Aves
309	mouse	6	L1	7	genomic_boundary	L1MdMus_I
310	sorghum	5	Gypsy	5	genomic_boundary	ATHILA-2_SBi-I
311	zebrafish	3	DNA	6	genomic_boundary	DNA25TWA2_DR
312	zebrafish	3	DNA	6	genomic_boundary	DNAX-1_DR
313	chicken	1	CR1	7	genomic_boundary	CR1-11_Crp
314	mouse	4	ERVK	4	genomic_boundary	RLTR13C2
315	zebrafish	3	DNA	6	genomic_boundary	DNA-5-1_DR
316	mouse	4	ERVK	0	genomic_boundary	RMER6A
317	rice	7	LTRs	0	genomic_boundary	LTR_Os_chr_05_937 (02.01.01.99)
318	mouse	6	L1	7	genomic_boundary	L1MdGf_II
319	maize	2	Copia	5	genomic_boundary	ji_AC213834_12382
320	mouse	4	ERVK	0	genomic_boundary	RLTR20B1
321	mouse	6	L1	0	genomic_boundary	Lx4A
322	rice	7	LTRs	5	genomic_boundary	LTR_Os_chr_09_1781 (02.01.01.99)
323	mouse	4	ERVK	6	genomic_boundary	RMER12
324	maize	2	Copia	2	genomic_boundary	chr10_P_98050947
325	chicken	1	CR1	1	genomic_boundary	CR1-C4
326	zebrafish	3	DNA	6	genomic_boundary	DNA-8-3_DR
327	mouse	6	L1	7	genomic_boundary	L1MdFanc_II
328	maize	8	unknown	3	genomic_boundary	dapuuv_AC217549_13514
329	mouse	6	L1	0	genomic_boundary	Lx3B
330	thale_cress	7	LTRs	4	genomic_boundary	AT2TE20420:TAIR10_TE
331	maize	2	Copia	2	genomic_boundary	opie_AC202020_7258
332	western_clawed_frog	1	CR1	1	genomic_boundary	CR1_1a_Xt
333	maize	2	Copia	5	genomic_boundary	donuil_AC196196_5026
334	mouse	4	ERVK	6	genomic_boundary	RMER16-int
335	mouse	6	L1	1	genomic_boundary	L1MdA_III
336	sorghum	5	Gypsy	4	genomic_boundary	Gypsy4-SB_LTR
337	maize	2	Copia	5	genomic_boundary	giepum_AC211251_11074
338	chicken	1	CR1	0	genomic_boundary	CR1-C3
339	zebrafish	3	DNA	2	genomic_boundary	TDR13B
340	maize	2	Copia	4	genomic_boundary	opie_AC217577_13524
341	zebrafish	3	DNA	5	genomic_boundary	DNA-N4_DR
342	mouse	6	L1	7	genomic_boundary	L1M2
343	maize	8	unknown	3	genomic_boundary	TE_00010417_LTR
344	sorghum	5	Gypsy	1	genomic_boundary	GYPSOR1_I-int
345	zebrafish	3	DNA	6	genomic_boundary	DNA9NNN1_DR
346	mouse	4	ERVK	0	genomic_boundary	RLTR16C_MM
347	western_clawed_frog	5	Gypsy	0	genomic_boundary	Gypsy-9N1-LTR_XT
348	maize	8	unknown	4	genomic_boundary	vegu_AC190718_85
349	zebrafish	3	DNA	3	genomic_boundary	DNA-6-N8_DR
350	zebrafish	3	DNA	6	genomic_boundary	TDR8D
351	mouse	4	ERVK	1	genomic_boundary	IAPEz-int
352	rice	7	LTRs	2	genomic_boundary	Os1597_LTR:rice6.9.5.liban
353	maize	8	unknown	4	genomic_boundary	chr5:120366960..120380878
354	mouse	6	L1	1	genomic_boundary	L1MdTf_I
355	maize	2	Copia	5	genomic_boundary	chr4_P_242404877
356	zebrafish	3	DNA	2	genomic_boundary	TDR13B
357	mouse	4	ERVK	0	genomic_boundary	RMER6D
358	mouse	6	L1	4	genomic_boundary	L1MB7
359	maize	8	unknown	3	genomic_boundary	TE_00018209_LTR
360	maize	8	unknown	3	genomic_boundary	prem1_AC206253_9147
361	maize	8	unknown	5	genomic_boundary	dapuuv_AC217549_13514
362	zebrafish	3	DNA	6	genomic_boundary	DNA-N4_DR
363	maize	2	Copia	4	genomic_boundary	ji_AC211489_11215
364	maize	5	Gypsy	2	genomic_boundary	huck_AC203007_7610
365	zebrafish	3	DNA	5	genomic_boundary	DNA2-2_DR
366	western_clawed_frog	1	CR1	1	genomic_boundary	CR1-2_XT
367	maize	8	unknown	6	genomic_boundary	TE_00018256_LTR
368	sorghum	6	L1	7	genomic_boundary	L1-2_SBi
369	maize	5	Gypsy	2	genomic_boundary	huck_AC194973_4393
370	maize	2	Copia	5	genomic_boundary	chr4_D_40959532
371	zebrafish	3	DNA	6	genomic_boundary	DNA9NNN1_DR
372	zebrafish	3	DNA	6	genomic_boundary	DNA-6-N9_DR
373	chicken	1	CR1	1	genomic_boundary	CR1-F2
374	rice	7	LTRs	5	genomic_boundary	LTR_Os_chr_09_1781 (02.01.01.99)
375	zebrafish	3	DNA	6	genomic_boundary	DNA-1-11_DR
376	maize	5	Gypsy	2	genomic_boundary	huck_AC186603_1556
377	mouse	4	ERVK	0	genomic_boundary	IAPLTR3-int
378	brachypodium	2	Copia	6	genomic_boundary	Copia-10_BD-LTR
379	zebrafish	3	DNA	3	genomic_boundary	DNA-3-3_DR
380	maize	2	Copia	5	genomic_boundary	chr6_P_87978263
381	maize	5	Gypsy	6	genomic_boundary	cinful_zeon_AC194954_4372
382	maize	2	Copia	5	genomic_boundary	chr4_P_242404877
383	zebrafish	3	DNA	6	genomic_boundary	DNA-6-N2_DR
384	zebrafish	3	DNA	2	genomic_boundary	DNA25TWA1_DR
385	maize	8	unknown	2	genomic_boundary	TE_00006182_LTR
386	western_clawed_frog	1	CR1	1	genomic_boundary	CR1_1a_Xt
387	chicken	1	CR1	0	genomic_boundary	CR1-F
388	mouse	4	ERVK	0	genomic_boundary	IAPEz-int
389	maize	2	Copia	5	genomic_boundary	dijap_AC211466_11198
390	mouse	4	ERVK	7	genomic_boundary	MMERVK10C-int
391	maize	5	Gypsy	2	genomic_boundary	mada_AC208456_9876
392	maize	5	Gypsy	7	genomic_boundary	flip_AC193970_3791
393	mouse	4	ERVK	6	genomic_boundary	RLTR13D5
394	rice	7	LTRs	5	genomic_boundary	LTR_Os_chr_02_255 (02.01.01.10.99)
395	mouse	4	ERVK	6	genomic_boundary	ETnERV-int
396	rice	7	LTRs	6	genomic_boundary	300M-L-B10513-Map1:repetDB.Mar2020
397	sorghum	5	Gypsy	5	genomic_boundary	Gypsy-124N_SBi-LTR
398	zebrafish	3	DNA	5	genomic_boundary	DNA-X-2B_DR
399	mouse	6	L1	4	genomic_boundary	Lx2
400	c_elegans	3	DNA	3	genomic_boundary	CELE46B
401	maize	5	Gypsy	1	genomic_boundary	xilon_diguus_AC203313_7774
402	rice	7	LTRs	4	genomic_boundary	Os0136_LTR:rice6.9.5.liban
403	rice	7	LTRs	5	genomic_boundary	ORSiTERTOOT_782289
404	rice	7	LTRs	3	genomic_boundary	RLX_58748:mipsREdat_9.3p_ALL
405	maize	2	Copia	2	genomic_boundary	chr3_P_39978843
406	chicken	1	CR1	1	genomic_boundary	CR1-Y1_Aves
407	chicken	1	CR1	1	genomic_boundary	CR1-Y3
408	maize	8	unknown	5	genomic_boundary	TE_00014888_LTR
409	zebrafish	3	DNA	6	genomic_boundary	DNA9NNN1_DR
410	maize	2	Copia	4	genomic_boundary	chr2_D_224980689
411	chicken	1	CR1	1	genomic_boundary	CR1-C4
412	maize	5	Gypsy	6	genomic_boundary	TE_00026380_INT
413	rice	7	LTRs	5	genomic_boundary	RLG_60637:mipsREdat_9.3p_ALL
414	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1a_Xt
