species_code	chunk_index	chunk_id	records	chunk_bases	complete_marker	out_present	gff_present	tbl_present	masked_present	final_outputs_complete	missing_final_outputs	output_dir
opossum	11	opossum_chunk_00011_bundle	chrM	17079	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/opossum/chunks/opossum_chunk_00011_bundle
lizard	12	lizard_chunk_00001_chr1	chr1	263920458	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00001_chr1
lizard	13	lizard_chunk_00002_chr2	chr2	199619895	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00002_chr2
lizard	14	lizard_chunk_00003_chr3	chr3	204416410	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00003_chr3
lizard	15	lizard_chunk_00004_chr4	chr4	156502444	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00004_chr4
lizard	16	lizard_chunk_00005_chr5	chr5	150641573	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00005_chr5
lizard	17	lizard_chunk_00006_chr6	chr6	80741955	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00006_chr6
lizard	18	lizard_chunk_00007_bundle	chrLGa,chrLGb,chrLGc,chrLGd,chrLGf,chrLGg,chrLGh,chrUn_GL343193	40154271	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00007_bundle
lizard	19	lizard_chunk_00008_bundle	chrUn_GL343194,chrUn_GL343195,chrUn_GL343196,chrUn_GL343197,chrUn_GL343198,chrUn_GL343199,chrUn_GL343200	46934668	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00008_bundle
lizard	20	lizard_chunk_00009_bundle	chrUn_GL343201,chrUn_GL343202,chrUn_GL343203,chrUn_GL343204,chrUn_GL343205,chrUn_GL343206,chrUn_GL343207,chrUn_GL343208,chrUn_GL343209,chrUn_GL343210,chrUn_GL343211,chrUn_GL343212	48281236	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00009_bundle
lizard	21	lizard_chunk_00010_bundle	chrUn_GL343213,chrUn_GL343214,chrUn_GL343215,chrUn_GL343216,chrUn_GL343217,chrUn_GL343218,chrUn_GL343219,chrUn_GL343220,chrUn_GL343221,chrUn_GL343222,chrUn_GL343223,chrUn_GL343224,chrUn_GL343225,chrUn_GL343226,chrUn_GL343227,chrUn_GL343228,chrUn_GL343229,chrUn_GL343230,chrUn_GL343231	48259694	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00010_bundle
lizard	22	lizard_chunk_00011_bundle	chrUn_GL343232,chrUn_GL343233,chrUn_GL343234,chrUn_GL343235,chrUn_GL343236,chrUn_GL343237,chrUn_GL343238,chrUn_GL343239,chrUn_GL343240,chrUn_GL343241,chrUn_GL343242,chrUn_GL343243,chrUn_GL343244,chrUn_GL343245,chrUn_GL343246,chrUn_GL343247,chrUn_GL343248,chrUn_GL343249,chrUn_GL343250,chrUn_GL343251,chrUn_GL343252,chrUn_GL343253	48515072	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00011_bundle
lizard	23	lizard_chunk_00012_bundle	chrUn_GL343254,chrUn_GL343255,chrUn_GL343256,chrUn_GL343257,chrUn_GL343258,chrUn_GL343259,chrUn_GL343260,chrUn_GL343261,chrUn_GL343262,chrUn_GL343263,chrUn_GL343264,chrUn_GL343265,chrUn_GL343266,chrUn_GL343267,chrUn_GL343268,chrUn_GL343269,chrUn_GL343270,chrUn_GL343271,chrUn_GL343272,chrUn_GL343273,chrUn_GL343274,chrUn_GL343275,chrUn_GL343276,chrUn_GL343277,chrUn_GL343278	48574567	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00012_bundle
lizard	24	lizard_chunk_00013_bundle	chrUn_GL343279,chrUn_GL343280,chrUn_GL343281,chrUn_GL343282,chrUn_GL343283,chrUn_GL343284,chrUn_GL343285,chrUn_GL343286,chrUn_GL343287,chrUn_GL343288,chrUn_GL343289,chrUn_GL343290,chrUn_GL343291,chrUn_GL343292,chrUn_GL343293,chrUn_GL343294,chrUn_GL343295,chrUn_GL343296,chrUn_GL343297,chrUn_GL343298,chrUn_GL343299,chrUn_GL343300,chrUn_GL343301,chrUn_GL343302,chrUn_GL343303,chrUn_GL343304,chrUn_GL343305,chrUn_GL343306,chrUn_GL343307	49269371	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00013_bundle
lizard	25	lizard_chunk_00014_bundle	chrUn_GL343308,chrUn_GL343309,chrUn_GL343310,chrUn_GL343311,chrUn_GL343312,chrUn_GL343313,chrUn_GL343314,chrUn_GL343315,chrUn_GL343316,chrUn_GL343317,chrUn_GL343318,chrUn_GL343319,chrUn_GL343320,chrUn_GL343321,chrUn_GL343322,chrUn_GL343323,chrUn_GL343324,chrUn_GL343325,chrUn_GL343326,chrUn_GL343327,chrUn_GL343328,chrUn_GL343329,chrUn_GL343330,chrUn_GL343331,chrUn_GL343332,chrUn_GL343333,chrUn_GL343334,chrUn_GL343335,chrUn_GL343336,chrUn_GL343337,chrUn_GL343338,chrUn_GL343339,chrUn_GL343340,chrUn_GL343341,chrUn_GL343342	48879367	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00014_bundle
lizard	26	lizard_chunk_00015_bundle	chrUn_GL343343,chrUn_GL343344,chrUn_GL343345,chrUn_GL343346,chrUn_GL343347,chrUn_GL343348,chrUn_GL343349,chrUn_GL343350,chrUn_GL343351,chrUn_GL343352,chrUn_GL343353,chrUn_GL343354,chrUn_GL343355,chrUn_GL343356,chrUn_GL343357,chrUn_GL343358,chrUn_GL343359,chrUn_GL343360,chrUn_GL343361,chrUn_GL343362,chrUn_GL343363,chrUn_GL343364,chrUn_GL343365,chrUn_GL343366,chrUn_GL343367,chrUn_GL343368,chrUn_GL343369,chrUn_GL343370,chrUn_GL343371,chrUn_GL343372,chrUn_GL343373,chrUn_GL343374,chrUn_GL343375,chrUn_GL343376,chrUn_GL343377,chrUn_GL343378,chrUn_GL343379,chrUn_GL343380,chrUn_GL343381,chrUn_GL343382,chrUn_GL343383,chrUn_GL343384,chrUn_GL343385,chrUn_GL343386	49677733	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00015_bundle
lizard	27	lizard_chunk_00016_bundle	chrUn_GL343387,chrUn_GL343388,chrUn_GL343389,chrUn_GL343390,chrUn_GL343391,chrUn_GL343392,chrUn_GL343393,chrUn_GL343394,chrUn_GL343395,chrUn_GL343396,chrUn_GL343397,chrUn_GL343398,chrUn_GL343399,chrUn_GL343400,chrUn_GL343401,chrUn_GL343402,chrUn_GL343403,chrUn_GL343404,chrUn_GL343405,chrUn_GL343406,chrUn_GL343407,chrUn_GL343408,chrUn_GL343409,chrUn_GL343410,chrUn_GL343411,chrUn_GL343412,chrUn_GL343413,chrUn_GL343414,chrUn_GL343415,chrUn_GL343416,chrUn_GL343417,chrUn_GL343418,chrUn_GL343419,chrUn_GL343420,chrUn_GL343421,chrUn_GL343422,chrUn_GL343423,chrUn_GL343424,chrUn_GL343425,chrUn_GL343426,chrUn_GL343427,chrUn_GL343428,chrUn_GL343429,chrUn_GL343430,chrUn_GL343431,chrUn_GL343432,chrUn_GL343433,chrUn_GL343434,chrUn_GL343435,chrUn_GL343436,chrUn_GL343437,chrUn_GL343438,chrUn_GL343439,chrUn_GL343440,chrUn_GL343441,chrUn_GL343442	49614543	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00016_bundle
lizard	28	lizard_chunk_00017_bundle	chrUn_GL343443,chrUn_GL343444,chrUn_GL343445,chrUn_GL343446,chrUn_GL343447,chrUn_GL343448,chrUn_GL343449,chrUn_GL343450,chrUn_GL343451,chrUn_GL343452,chrUn_GL343453,chrUn_GL343454,chrUn_GL343455,chrUn_GL343456,chrUn_GL343457,chrUn_GL343458,chrUn_GL343459,chrUn_GL343460,chrUn_GL343461,chrUn_GL343462,chrUn_GL343463,chrUn_GL343464,chrUn_GL343465,chrUn_GL343466,chrUn_GL343467,chrUn_GL343468,chrUn_GL343469,chrUn_GL343470,chrUn_GL343471,chrUn_GL343472,chrUn_GL343473,chrUn_GL343474,chrUn_GL343475,chrUn_GL343476,chrUn_GL343477,chrUn_GL343478,chrUn_GL343479,chrUn_GL343480,chrUn_GL343481,chrUn_GL343482,chrUn_GL343483,chrUn_GL343484,chrUn_GL343485,chrUn_GL343486,chrUn_GL343487,chrUn_GL343488,chrUn_GL343489,chrUn_GL343490,chrUn_GL343491,chrUn_GL343492,chrUn_GL343493,chrUn_GL343494,chrUn_GL343495,chrUn_GL343496,chrUn_GL343497,chrUn_GL343498,chrUn_GL343499,chrUn_GL343500,chrUn_GL343501,chrUn_GL343502,chrUn_GL343503,chrUn_GL343504,chrUn_GL343505,chrUn_GL343506,chrUn_GL343507,chrUn_GL343508,chrUn_GL343509,chrUn_GL343510,chrUn_GL343511,chrUn_GL343512,chrUn_GL343513,chrUn_GL343514,chrUn_GL343515,chrUn_GL343516,chrUn_GL343517,chrUn_GL343518,chrUn_GL343519,chrUn_GL343520	49940819	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00017_bundle
lizard	29	lizard_chunk_00018_bundle	chrUn_GL343521,chrUn_GL343522,chrUn_GL343523,chrUn_GL343524,chrUn_GL343525,chrUn_GL343526,chrUn_GL343527,chrUn_GL343528,chrUn_GL343529,chrUn_GL343530,chrUn_GL343531,chrUn_GL343532,chrUn_GL343533,chrUn_GL343534,chrUn_GL343535,chrUn_GL343536,chrUn_GL343537,chrUn_GL343538,chrUn_GL343539,chrUn_GL343540,chrUn_GL343541,chrUn_GL343542,chrUn_GL343543,chrUn_GL343544,chrUn_GL343545,chrUn_GL343546,chrUn_GL343547,chrUn_GL343548,chrUn_GL343549,chrUn_GL343550,chrUn_GL343551,chrUn_GL343552,chrUn_GL343553,chrUn_GL343554,chrUn_GL343555,chrUn_GL343556,chrUn_GL343557,chrUn_GL343558,chrUn_GL343559,chrUn_GL343560,chrUn_GL343561,chrUn_GL343562,chrUn_GL343563,chrUn_GL343564,chrUn_GL343565,chrUn_GL343566,chrUn_GL343567,chrUn_GL343568,chrUn_GL343569,chrUn_GL343570,chrUn_GL343571,chrUn_GL343572,chrUn_GL343573,chrUn_GL343574,chrUn_GL343575,chrUn_GL343576,chrUn_GL343577,chrUn_GL343578,chrUn_GL343579,chrUn_GL343580,chrUn_GL343581,chrUn_GL343582,chrUn_GL343583,chrUn_GL343584,chrUn_GL343585,chrUn_GL343586,chrUn_GL343587,chrUn_GL343588,chrUn_GL343589,chrUn_GL343590,chrUn_GL343591,chrUn_GL343592,chrUn_GL343593,chrUn_GL343594,chrUn_GL343595,chrUn_GL343596,chrUn_GL343597,chrUn_GL343598,chrUn_GL343599,chrUn_GL343600,chrUn_GL343601,chrUn_GL343602,chrUn_GL343603,chrUn_GL343604,chrUn_GL343605,chrUn_GL343606,chrUn_GL343607,chrUn_GL343608,chrUn_GL343609,chrUn_GL343610,chrUn_GL343611,chrUn_GL343612,chrUn_GL343613,chrUn_GL343614,chrUn_GL343615,chrUn_GL343616,chrUn_GL343617,chrUn_GL343618,chrUn_GL343619,chrUn_GL343620,chrUn_GL343621,chrUn_GL343622,chrUn_GL343623,chrUn_GL343624,chrUn_GL343625,chrUn_GL343626,chrUn_GL343627,chrUn_GL343628,chrUn_GL343629,chrUn_GL343630,chrUn_GL343631,chrUn_GL343632,chrUn_GL343633,chrUn_GL343634	49850207	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00018_bundle
lizard	30	lizard_chunk_00019_bundle	chrUn_GL343635,chrUn_GL343636,chrUn_GL343637,chrUn_GL343638,chrUn_GL343639,chrUn_GL343640,chrUn_GL343641,chrUn_GL343642,chrUn_GL343643,chrUn_GL343644,chrUn_GL343645,chrUn_GL343646,chrUn_GL343647,chrUn_GL343648,chrUn_GL343649,chrUn_GL343650,chrUn_GL343651,chrUn_GL343652,chrUn_GL343653,chrUn_GL343654,chrUn_GL343655,chrUn_GL343656,chrUn_GL343657,chrUn_GL343658,chrUn_GL343659,chrUn_GL343660,chrUn_GL343661,chrUn_GL343662,chrUn_GL343663,chrUn_GL343664,chrUn_GL343665,chrUn_GL343666,chrUn_GL343667,chrUn_GL343668,chrUn_GL343669,chrUn_GL343670,chrUn_GL343671,chrUn_GL343672,chrUn_GL343673,chrUn_GL343674,chrUn_GL343675,chrUn_GL343676,chrUn_GL343677,chrUn_GL343678,chrUn_GL343679,chrUn_GL343680,chrUn_GL343681,chrUn_GL343682,chrUn_GL343683,chrUn_GL343684,chrUn_GL343685,chrUn_GL343686,chrUn_GL343687,chrUn_GL343688,chrUn_GL343689,chrUn_GL343690,chrUn_GL343691,chrUn_GL343692,chrUn_GL343693,chrUn_GL343694,chrUn_GL343695,chrUn_GL343696,chrUn_GL343697,chrUn_GL343698,chrUn_GL343699,chrUn_GL343700,chrUn_GL343701,chrUn_GL343702,chrUn_GL343703,chrUn_GL343704,chrUn_GL343705,chrUn_GL343706,chrUn_GL343707,chrUn_GL343708,chrUn_GL343709,chrUn_GL343710,chrUn_GL343711,chrUn_GL343712,chrUn_GL343713,chrUn_GL343714,chrUn_GL343715,chrUn_GL343716,chrUn_GL343717,chrUn_GL343718,chrUn_GL343719,chrUn_GL343720,chrUn_GL343721,chrUn_GL343722,chrUn_GL343723,chrUn_GL343724,chrUn_GL343725,chrUn_GL343726,chrUn_GL343727,chrUn_GL343728,chrUn_GL343729,chrUn_GL343730,chrUn_GL343731,chrUn_GL343732,chrUn_GL343733,chrUn_GL343734,chrUn_GL343735,chrUn_GL343736,chrUn_GL343737,chrUn_GL343738,chrUn_GL343739,chrUn_GL343740,chrUn_GL343741,chrUn_GL343742,chrUn_GL343743,chrUn_GL343744,chrUn_GL343745,chrUn_GL343746,chrUn_GL343747,chrUn_GL343748,chrUn_GL343749,chrUn_GL343750,chrUn_GL343751,chrUn_GL343752,chrUn_GL343753,chrUn_GL343754,chrUn_GL343755,chrUn_GL343756,chrUn_GL343757,chrUn_GL343758,chrUn_GL343759,chrUn_GL343760,chrUn_GL343761,chrUn_GL343762,chrUn_GL343763,chrUn_GL343764,chrUn_GL343765,chrUn_GL343766,chrUn_GL343767,chrUn_GL343768,chrUn_GL343769,chrUn_GL343770,chrUn_GL343771,chrUn_GL343772,chrUn_GL343773,chrUn_GL343774,chrUn_GL343775,chrUn_GL343776,chrUn_GL343777,chrUn_GL343778,chrUn_GL343779,chrUn_GL343780,chrUn_GL343781,chrUn_GL343782,chrUn_GL343783,chrUn_GL343784,chrUn_GL343785,chrUn_GL343786,chrUn_GL343787,chrUn_GL343788,chrUn_GL343789,chrUn_GL343790,chrUn_GL343791,chrUn_GL343792,chrUn_GL343793,chrUn_GL343794,chrUn_GL343795,chrUn_GL343796,chrUn_GL343797,chrUn_GL343798,chrUn_GL343799,chrUn_GL343800,chrUn_GL343801,chrUn_GL343802,chrUn_GL343803,chrUn_GL343804,chrUn_GL343805,chrUn_GL343806,chrUn_GL343807,chrUn_GL343808,chrUn_GL343809,chrUn_GL343810,chrUn_GL343811,chrUn_GL343812,chrUn_GL343813,chrUn_GL343814,chrUn_GL343815,chrUn_GL343816,chrUn_GL343817,chrUn_GL343818,chrUn_GL343819,chrUn_GL343820,chrUn_GL343821,chrUn_GL343822,chrUn_GL343823,chrUn_GL343824,chrUn_GL343825,chrUn_GL343826,chrUn_GL343827,chrUn_GL343828,chrUn_GL343829	49882019	1	1	1	1	1	1		/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/lizard/chunks/lizard_chunk_00019_bundle
