exp_id	model_dir	data_jsonl	chrom	window	stride	weight_mode	threshold	n_windows	merge_mode	postprocess	iou_threshold	boundary_tol_bp	ignored_bp	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate	deleted_segments	deleted_true_backed_segments	deleted_true_backed_rate
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.9	10	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	103	295	306	0.25879396984924624	0.25183374083129584	0.255266418835192	0.9580027245318428	0.15326633165829145	0.1491442542787286	0.15117719950433703	5.5	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	crf_style_penalty4	0.9	25	0	271671	26495	12348	181006	0.9111401031640093	0.9565240353638312	0.9332806582100192	0.577838134765625	0.6066202799479167	491520	409	398	103	295	306	0.25879396984924624	0.25183374083129584	0.255266418835192	0.9580027245318428	0.22613065326633167	0.2200488997555012	0.2230483271375465	5.5	0.7010050251256281	61	0.4262295081967213	0.1951792806763291	1.017114914425428	0.07090464547677261	0.06845965770171149	107	30	0.2803738317757009
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.8	5	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	169	351	240	0.325	0.4132029339853301	0.3638320775026911	0.9306666912599272	0.10192307692307692	0.1295843520782396	0.11410118406889128	7.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.8	10	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	169	351	240	0.325	0.4132029339853301	0.3638320775026911	0.9306666912599272	0.1596153846153846	0.20293398533007334	0.17868675995694294	7.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.8	25	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	169	351	240	0.325	0.4132029339853301	0.3638320775026911	0.9306666912599272	0.25769230769230766	0.3276283618581907	0.2884822389666308	7.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.9	5	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	122	398	287	0.23461538461538461	0.2982885085574572	0.2626480086114101	0.9610856164409106	0.10192307692307692	0.1295843520782396	0.11410118406889128	5.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.9	10	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	122	398	287	0.23461538461538461	0.2982885085574572	0.2626480086114101	0.9610856164409106	0.1519230769230769	0.19315403422982885	0.17007534983853606	5.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_connect_same_true	0.9	25	0	274113	26439	9906	181062	0.9120318613750699	0.9651220516937247	0.9378262007523465	0.577838134765625	0.611474609375	491520	409	520	122	398	287	0.23461538461538461	0.2982885085574572	0.2626480086114101	0.9610856164409106	0.2153846153846154	0.27383863080684595	0.2411194833153929	5.0	0.5038461538461538	194	0.08762886597938144	0.060780800706522545	0.9339853300733496	0.0	0.06601466992665037	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.8	5	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.8	10	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.8	25	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.9	5	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.9	10	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	forward	oracle_fill_supported_true	0.9	25	0	279388	0	4631	207501	1.0	0.9836947528158327	0.9917803648161987	0.577838134765625	0.5684163411458333	491520	409	382	382	0	27	1.0	0.9339853300733496	0.965865992414665	1.0	1.0	0.9339853300733496	0.965865992414665	0.0	1.0	20	1.0	1.0	0.9339853300733496	0.0	0.06601466992665037	700	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.8	5	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	160	475	249	0.25196850393700787	0.39119804400978	0.30651340996168586	0.9251087431643065	0.06614173228346457	0.10268948655256724	0.08045977011494253	7.5	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.8	10	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	160	475	249	0.25196850393700787	0.39119804400978	0.30651340996168586	0.9251087431643065	0.12125984251968504	0.1882640586797066	0.1475095785440613	7.5	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.8	25	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	160	475	249	0.25196850393700787	0.39119804400978	0.30651340996168586	0.9251087431643065	0.19370078740157481	0.30073349633251834	0.235632183908046	7.5	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.9	5	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	109	526	300	0.17165354330708663	0.2665036674816626	0.20881226053639845	0.9584149128601038	0.06456692913385827	0.10024449877750612	0.07854406130268199	5.0	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.9	10	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	109	526	300	0.17165354330708663	0.2665036674816626	0.20881226053639845	0.9584149128601038	0.11023622047244094	0.17114914425427874	0.13409961685823754	5.0	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	raw_threshold	0.9	25	0	272030	29336	11989	178165	0.902656570416039	0.957788035307497	0.9294054340305953	0.577838134765625	0.6131306966145833	491520	409	635	109	526	300	0.17165354330708663	0.2665036674816626	0.20881226053639845	0.9584149128601038	0.15118110236220472	0.23471882640586797	0.1839080459770115	5.0	0.5622047244094488	278	0.27697841726618705	0.04638236786897756	1.178484107579462	0.15158924205378974	0.06845965770171149	0	0	0.0
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	crf_style_penalty4	0.8	5	0	272188	29352	11831	178149	0.9026596803077536	0.9583443361183582	0.9296689146610332	0.577838134765625	0.6134847005208334	491520	409	398	148	250	261	0.37185929648241206	0.36185819070904646	0.3667905824039653	0.926715177905173	0.09547738693467336	0.09290953545232274	0.09417596034696406	7.5	0.6758793969849246	67	0.23880597014925373	0.12481802846339748	0.9975550122249389	0.06845965770171149	0.07823960880195599	103	27	0.2621359223300971
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	crf_style_penalty4	0.8	10	0	272188	29352	11831	178149	0.9026596803077536	0.9583443361183582	0.9296689146610332	0.577838134765625	0.6134847005208334	491520	409	398	148	250	261	0.37185929648241206	0.36185819070904646	0.3667905824039653	0.926715177905173	0.17336683417085427	0.1687041564792176	0.17100371747211895	7.5	0.6758793969849246	67	0.23880597014925373	0.12481802846339748	0.9975550122249389	0.06845965770171149	0.07823960880195599	103	27	0.2621359223300971
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	crf_style_penalty4	0.8	25	0	272188	29352	11831	178149	0.9026596803077536	0.9583443361183582	0.9296689146610332	0.577838134765625	0.6134847005208334	491520	409	398	148	250	261	0.37185929648241206	0.36185819070904646	0.3667905824039653	0.926715177905173	0.2914572864321608	0.28361858190709044	0.28748451053283763	7.5	0.6758793969849246	67	0.23880597014925373	0.12481802846339748	0.9975550122249389	0.06845965770171149	0.07823960880195599	103	27	0.2621359223300971
PIPE-TEFM-FINAL-FRAGSANITY-20260630	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/mouse/chr1/mouse/test/data.jsonl.gz	chr1	4096	4096	triangular	0.5	120	reverse	crf_style_penalty4	0.9	5	0	272188	29352	11831	178149	0.9026596803077536	0.9583443361183582	0.9296689146610332	0.577838134765625	0.6134847005208334	491520	409	398	99	299	310	0.24874371859296482	0.24205378973105135	0.24535315985130113	0.9595713617032794	0.09296482412060302	0.09046454767726161	0.09169764560099132	5.0	0.6758793969849246	67	0.23880597014925373	0.12481802846339748	0.9975550122249389	0.06845965770171149	0.07823960880195599	103	27	0.2621359223300971
