_path	boundary_f1_100bp	boundary_precision_100bp	boundary_recall_100bp	bp_f1	bp_fn	bp_fp	bp_n	bp_positive_rate_pred	bp_positive_rate_true	bp_precision	bp_recall	bp_tn	bp_tp	chrom	data_jsonl	exp_id	mean_matched_iou	mean_pred_fragments_per_true_te	mean_pred_segment_len	median_boundary_error_bp	median_pred_fragments_per_true_te	missed_true_te_rate	model	model_dir	model_key	n_windows	pred_segments	pred_short_fragment_rate	segment_f1_iou50	segment_fn	segment_fp	segment_precision_iou50	segment_recall_iou50	segment_tp	species	split_true_te_rate	stride	threshold	true_segments	variant	weight_mode	window
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	crf_style_penalty4	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	crf_style_penalty4	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	raw_threshold	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	raw_threshold	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	gap50_min80	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	gap50_min80	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	gap100_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	gap100_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	gap200_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	gap200_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	hmm_penalty2	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	hmm_penalty2	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0	899828	2457600	1.0	0.6338590494791667	0.6338590494791667	1.0	0	1557772	chr1	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1	0.0	0.0	693	1	0.0	0.0	0	teosinte	0.0	4096	0.35	693	crf_style_penalty4	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_positive_only/teosinte/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.7759042001587898	0.0	899828.0	2457600.0	1.0	0.6338590494791667	0.6338590494791667	1.0	0.0	1557772.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/teosinte/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_positive_only	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_positive_only	generanno	600	1.0	0.0	0.0	693.0	1.0	0.0	0.0	0.0	teosinte	0.0	4096	0.35	693.0	crf_style_penalty4	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	raw_threshold	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	raw_threshold	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	gap50_min80	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	gap50_min80	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	gap100_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	gap100_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	gap200_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	gap200_min100	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	hmm_penalty2	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0.0	2217702.0	2457600.0	1.0	0.09761474609375	0.09761474609375	1.0	0.0	239898.0	WEIGHTED_MEAN	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1.0	0.0	0.0	763.0	1.0	0.0	0.0	0.0	soybean	0.0	4096	0.35	763.0	hmm_penalty2	triangular	4096
reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/pu_segment/plant_from_invert_pu/soybean/summary_w4096_s4096.tsv	0.0	0.0	0.0	0.17786704568455658	0	2217702	2457600	1.0	0.09761474609375	0.09761474609375	1.0	0	239898	18	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/data/plant_eval_only/soybean/test/data.jsonl.gz	PIPE-TEFM-EXTEND-20260620	0.0	1.0	2457600.0	nan	1.0	0.0	plant_from_invert_pu	software_outputs/tefm_extend/PIPE-TEFM-EXTEND-20260620/runs/plant_from_invert_pu	generanno	600	1	0.0	0.0	763	1	0.0	0.0	0	soybean	0.0	4096	0.35	763	crf_style_penalty4	triangular	4096
