source	model	species	te_f1	anchor_type	species_group	panel	n_chrom	sd_te_f1	stage	label_jaccard	ucsc_bp_covered_by_self	self_bp_covered_by_ucsc	self_merged_bp	ucsc_merged_bp	target_gc	distance_mya_proxy	log_distance_mya	same_group_anchor	genome_size_bp	contig_count	max_contig_bp	assembly_n50_bp	assembly_l50	n_fraction	sampled_gc	kmer_sampled_bases	log_genome_size_bp	log_contig_count	log_assembly_n50_bp	log_max_contig_bp	kmer_js_to_anchor_proto	kmer_cosine_to_anchor_proto	minhash_anchor_proto	minhash_best_anchor_member	minhash_jaccard_best_member	minhash_mash_distance_best_member	minhash_jaccard_mean_proto	minhash_mash_distance_mean_proto
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	horse	0.8913728851560259	animal	vertebrate				animal_invert_boost_to_cross_eval	0.791397	0.812579	0.968112	892563554	1063406667		96.0	1.9822712330395684	1	188260577	1	188260577	188260577	1	0.0010189606601266	0.517305	1000000	8.27475938542357	0.0	8.27475938542357	8.27475938542357	0.2056004978397222	0.1203089942757705	animal	zebrafish	0.008572869389813415	0.2716361289950614	0.004653618742653688	0.4197215175742321
calib_anchor	insect_no_beetle_4096	horse	0.1869044858967403	insect	vertebrate				insect_no_beetle_to_cross_eval	0.791397	0.812579	0.968112	892563554	1063406667		96.0	1.9822712330395684	0	188260577	1	188260577	188260577	1	0.0010189606601266	0.517305	1000000	8.27475938542357	0.0	8.27475938542357	8.27475938542357	0.2746396996501602	0.1850487156640525	insect	fruit_fly	0.0037641154328732747	0.32619015056265815	0.0036382042292314194	0.3284899129455565
calib_anchor	plant_supervised_4096	horse	0.1025602154105038	plant	vertebrate				plant_supervised_to_cross_eval	0.791397	0.812579	0.968112	892563554	1063406667		96.0	1.9822712330395684	0	188260577	1	188260577	188260577	1	0.0010189606601266	0.517305	1000000	8.27475938542357	0.0	8.27475938542357	8.27475938542357	0.2026925587860898	0.1042618889160033	plant	sorghum	0.0045203415369161224	0.31403538010972787	0.0035126468408247743	0.33171061801320795
supp_h0_transfer	ntv2_500m_H0_w4096	human	0.961411324419745	human_h0_ntv2_500m	vertebrate				transfer_BC_w4096	0.948128	0.966802	0.980034	1410192187	1429492481		6.0	0.7781512503836436	0	248387328	1	248387328	248387328	1	0.0	0.550911	1000000	8.395129435626702	0.0	8.395129435626702	8.395129435626702	0.0	-2.220446049250313e-16	human_h0_ntv2_500m	human	1.0	0.0	1.0	0.0
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	human	0.904946115719272	animal	vertebrate				animal_invert_boost_to_cross_eval	0.948128	0.966802	0.980034	1410192187	1429492481		6.0	0.7781512503836436	1	248387328	1	248387328	248387328	1	0.0	0.550911	1000000	8.395129435626702	0.0	8.395129435626702	8.395129435626702	0.2473971321688795	0.1687976905989935	animal	chicken	0.0057832537088257484	0.29769388290752885	0.003767943549025539	0.4301063629983694
calib_anchor	cross_supervised_4096	human	0.9023446184329426	cross	vertebrate				cross_supervised_to_cross_eval	0.948128	0.966802	0.980034	1410192187	1429492481		6.0	0.7781512503836436	0	248387328	1	248387328	248387328	1	0.0	0.550911	1000000	8.395129435626702	0.0	8.395129435626702	8.395129435626702	0.249220227348776	0.1685880996034323	cross	sorghum	0.005025125628140704	0.3070113457325394	0.00348294218224885	0.4079828934214672
calib_anchor	insect_no_beetle_4096	human	0.1477908337777611	insect	vertebrate				insect_no_beetle_to_cross_eval	0.948128	0.966802	0.980034	1410192187	1429492481		6.0	0.7781512503836436	0	248387328	1	248387328	248387328	1	0.0	0.550911	1000000	8.395129435626702	0.0	8.395129435626702	8.395129435626702	0.3042605063379114	0.2325830037417954	insect	western_honey_bee	0.005530417295123178	0.3006573337455844	0.004269722188183454	0.32086186053126164
calib_anchor	plant_supervised_4096	human	0.1214275571269181	plant	vertebrate				plant_supervised_to_cross_eval	0.948128	0.966802	0.980034	1410192187	1429492481		6.0	0.7781512503836436	0	248387328	1	248387328	248387328	1	0.0	0.550911	1000000	8.395129435626702	0.0	8.395129435626702	8.395129435626702	0.242491599474234	0.153922806418943	plant	sorghum	0.005025125628140704	0.3070113457325394	0.00411712228496292	0.3206927537042909
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	lizard	0.2416400416987031	animal	vertebrate				animal_invert_boost_to_cross_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	1	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1334641792289605	0.0269436863730062	animal	c_elegans	0.008318628686664987	0.2736263265383735	0.004694911189318436	0.41814562651379633
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	lizard	0.2416400416987031	animal	vertebrate				animal_invert_boost_to_stress_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	1	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1334641792289605	0.0269436863730062	animal	c_elegans	0.008318628686664987	0.2736263265383735	0.004694911189318436	0.41814562651379633
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	lizard	0.2416400416987031	animal	vertebrate				animal_invert_boost_to_insect_stress	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	1	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1334641792289605	0.0269436863730062	animal	c_elegans	0.008318628686664987	0.2736263265383735	0.004694911189318436	0.41814562651379633
calib_anchor	cross_supervised_4096	lizard	0.2400380045378313	cross	vertebrate				cross_supervised_to_cross_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1250077775938211	0.0186955209400064	cross	c_elegans	0.008318628686664987	0.2736263265383735	0.004273013040277895	0.39799641993128543
anchor_anchor	cross_supervised_4096	lizard	0.2400380045378313	cross	vertebrate				cross_supervised_to_insect_stress	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1250077775938211	0.0186955209400064	cross	c_elegans	0.008318628686664987	0.2736263265383735	0.004273013040277895	0.39799641993128543
calib_anchor	cross_supervised_4096	lizard	0.2400378125654802	cross	vertebrate				cross_supervised_to_stress_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1250077775938211	0.0186955209400064	cross	c_elegans	0.008318628686664987	0.2736263265383735	0.004273013040277895	0.39799641993128543
calib_anchor	plant_supervised_4096	lizard	0.1506094759615682	plant	vertebrate				plant_supervised_to_cross_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1437007905780181	0.0244025014930751	plant	rice	0.0047726701833710125	0.3104308986917095	0.003814758202952461	0.3258662163901701
calib_anchor	plant_supervised_4096	lizard	0.1506082021187199	plant	vertebrate				plant_supervised_to_stress_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.1437007905780181	0.0244025014930751	plant	rice	0.0047726701833710125	0.3104308986917095	0.003814758202952461	0.3258662163901701
anchor_anchor	insect_no_beetle_4096	lizard	0.1418302477559669	insect	vertebrate				insect_no_beetle_to_insect_stress	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.2227930854265778	0.0763356261809606	insect	western_honey_bee	0.005530417295123178	0.3006573337455844	0.0047732407760756445	0.31127245811620224
calib_anchor	insect_no_beetle_4096	lizard	0.1418301390195415	insect	vertebrate				insect_no_beetle_to_cross_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.2227930854265778	0.0763356261809606	insect	western_honey_bee	0.005530417295123178	0.3006573337455844	0.0047732407760756445	0.31127245811620224
calib_anchor	insect_no_beetle_4096	lizard	0.1418301390195415	insect	vertebrate				insect_no_beetle_to_stress_eval	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.2227930854265778	0.0763356261809606	insect	western_honey_bee	0.005530417295123178	0.3006573337455844	0.0047732407760756445	0.31127245811620224
anchor_anchor	insect_primary_4096	lizard	0.1034366102674265	insect	vertebrate				insect_primary_to_insect_stress	0.038956	0.053715	0.12417	41691771	96375917		320.0	2.505149978319906	0	1799143587	6457	263920458	150641573	5	0.1263239468490436	0.405226	1000000	9.25506582513172	3.81003078640584	8.177944841937268	8.42147305620014	0.2227930854265778	0.0763356261809606	insect	western_honey_bee	0.005530417295123178	0.3006573337455844	0.0047732407760756445	0.31127245811620224
calib_anchor	cross_supervised_4096	maize	0.9629892479990332	cross	plant				cross_supervised_to_plant_fine	0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.1047342415691722	0.0352286667600957	cross	maize	1.0	0.0	0.12794917164912717	0.3677349264449531
calib_anchor	plant_supervised_4096	maize	0.9619894139220538	plant	plant				plant_supervised_to_plant_fine	0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	1	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.0750299551353519	0.0155648060873412	plant	maize	1.0	0.0	0.2033138841501831	0.25625584586893513
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	maize	0.9051649037911726	animal	plant				animal_invert_boost_to_plant_fine	0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.1273374287069573	0.0533723910378969	animal	western_honey_bee	0.005025125628140704	0.3070113457325394	0.0032634115604239684	0.4379740052416496
calib_anchor	insect_no_beetle_4096	maize	0.8258861241547802	insect	plant				insect_no_beetle_to_plant_fine	0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.1559084305251094	0.0702371900678909	insect	western_honey_bee	0.005025125628140704	0.3070113457325394	0.004142861284097942	0.3213707762689546
final_errorbar	ntv3_100m_pre_w2048	maize	0.6762307311381123	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0224912037604054		0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.2040939811147172	0.106620240001949	human_h0_ntv3_100m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
final_errorbar	ntv2_250m_w4096	maize	0.2409539973278451	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0067936566735462		0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.2040939811147172	0.106620240001949	human_h0_ntv2_250m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
supp_h0_transfer	ntv2_500m_H0_w4096	maize	0.2346799513542635	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.095466	0.095627	0.982637	173317530	1780954681	0.46090576171875	1500.0	3.1760912590556813	0	2182075994	685	308452471	226353449	5	0.0	0.477492	1000000	9.338869871458623	2.835690571492425	8.354787116327433	8.489188253709083	0.2040939811147172	0.106620240001949	human_h0_ntv2_500m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
supp_h0_transfer	ntv2_500m_H0_w4096	mouse	0.937559801228433	human_h0_ntv2_500m	vertebrate				transfer_BC_w4096	0.892472	0.903571	0.986424	1012599366	1105449631	0.4245689865689865	90.0	1.9542425094393248	0	2728222451	61	195154279	130530862	9	0.7530864197530864	0.386286	1000000	9.435879778485567	1.7853298350107671	8.115713206016725	8.290378078167688	0.3013870747975756	0.1905529139271684	human_h0_ntv2_500m	human	0.0	1.0	0.0	1.0
