idx	species	label	label_name	cluster	rep_name
114	human	1	SINE	1	AluSz
115	human	4	DNA	2	MER58A
116	human	4	DNA	2	Tigger6
117	human	4	DNA	0	MER20
118	human	1	SINE	1	AluSx
119	human	4	DNA	0	MER1A
120	human	3	LTR	1	MLT2A2
121	human	2	LINE	2	L1MA8
122	human	2	LINE	3	L1MB7
123	human	3	LTR	0	LTR8
124	human	2	LINE	0	L2a
125	human	1	SINE	1	AluSz
126	human	2	LINE	2	L1MB2
127	human	2	LINE	2	L1PA12
128	human	2	LINE	3	L1PA16
129	human	2	LINE	2	L1M5
130	human	2	LINE	2	L1ME1
131	human	4	DNA	2	Charlie1a
132	human	3	LTR	3	MLT1D
133	human	4	DNA	0	Tigger3a
134	human	4	DNA	0	MER20
135	human	4	DNA	0	MER1A
136	human	1	SINE	1	AluSz
137	human	3	LTR	2	MER66B
138	human	4	DNA	2	Tigger17c
139	human	2	LINE	0	L1MA8
140	human	2	LINE	1	L1ME3G
141	human	2	LINE	0	L1PREC2
142	human	1	SINE	1	AluYk2
143	human	4	DNA	2	Tigger1a_Art
144	human	1	SINE	1	AluSx1
145	human	1	SINE	1	AluJr
146	human	2	LINE	2	L1MB4
147	human	1	SINE	1	AluJr
148	human	1	SINE	1	AluSx
149	human	1	SINE	1	AluSp
150	human	2	LINE	2	L1MEg
151	human	4	DNA	0	MER20
152	human	4	DNA	0	MER45A
153	human	3	LTR	3	LTR7B
154	human	1	SINE	1	AluSp
155	human	2	LINE	2	L1PA16
156	human	3	LTR	2	MLT1A
157	human	2	LINE	2	L1MB7
158	human	2	LINE	2	L1M4
159	human	3	LTR	3	THE1B
160	human	1	SINE	1	AluSx
161	human	2	LINE	3	L1PA8
162	human	4	DNA	3	MER1A
163	human	1	SINE	1	AluSq2
164	human	4	DNA	2	MER5C
165	human	3	LTR	2	MLT1A
166	human	1	SINE	1	AluJr
167	human	3	LTR	1	MLT1C2
168	human	4	DNA	0	MER85
169	human	3	LTR	3	MER72
170	human	4	DNA	0	MER1A
171	human	1	SINE	1	AluSx1
172	human	4	DNA	2	MamRep434
173	human	1	SINE	1	AluSz
174	human	2	LINE	2	L1MC5a
175	human	2	LINE	3	L1PA4
176	human	3	LTR	3	MLT1C2
177	human	4	DNA	0	Tigger2
178	human	2	LINE	2	L1MB4
179	human	1	SINE	1	AluY
180	human	1	SINE	1	AluSq2
181	human	4	DNA	0	MER131
182	human	3	LTR	2	MLT1C2
183	human	2	LINE	2	L1MA8
184	human	2	LINE	3	L1MB2
185	human	4	DNA	0	MER20
186	human	1	SINE	1	AluY
187	human	1	SINE	1	AluSx
188	human	4	DNA	0	Tigger17a
189	human	4	DNA	0	Charlie4a
190	human	4	DNA	0	Charlie20a
191	human	4	DNA	0	MER5A1
192	human	4	DNA	2	Charlie1b
193	human	1	SINE	3	FLAM_A
194	human	4	DNA	0	Tigger17a
195	human	2	LINE	3	L1MB3
196	human	3	LTR	2	THE1B
197	human	1	SINE	1	AluJo
198	human	3	LTR	3	MER67C
199	human	3	LTR	1	LTR5A
200	human	1	SINE	1	AluSq
201	human	1	SINE	1	AluSg
202	human	4	DNA	2	Tigger7
203	human	1	SINE	1	AluY
204	human	2	LINE	2	L1PB2
205	human	3	LTR	3	MLT1A0
206	human	4	DNA	0	Arthur1
207	human	3	LTR	3	LTR7B
208	human	1	SINE	1	AluSx1
209	human	2	LINE	2	L1PB4
210	human	1	SINE	1	AluSc8
211	human	4	DNA	0	MamTip2b
212	human	1	SINE	3	AluSg
213	human	2	LINE	2	L1M4
214	human	2	LINE	2	L1MA7
215	human	1	SINE	1	AluSx
216	human	4	DNA	2	Tigger4b
217	human	1	SINE	3	FLAM_A
218	human	2	LINE	0	L1MA7
219	human	1	SINE	1	AluSx
220	human	4	DNA	2	Charlie4a
221	human	3	LTR	3	LTR56
222	human	2	LINE	0	L1M5
223	human	1	SINE	3	AluSx
224	human	3	LTR	3	MLT1C2
225	human	3	LTR	3	LTR7C
226	human	3	LTR	3	MLT1C2
227	human	4	DNA	0	Tigger1
228	human	2	LINE	3	L1MEg
229	human	4	DNA	3	Tigger2a
230	human	3	LTR	2	MLT1A
231	human	1	SINE	1	AluSc8
232	human	4	DNA	2	BLACKJACK
233	human	1	SINE	1	AluJb
234	human	3	LTR	3	MER74A
235	human	1	SINE	1	AluSc8
236	human	3	LTR	2	MLT1C2
237	human	2	LINE	3	L1PA8
238	human	1	SINE	1	AluSp
239	human	3	LTR	0	LTR9B
240	human	4	DNA	2	Tigger2a
241	human	1	SINE	3	FLAM_C
242	human	4	DNA	0	MER20
243	human	3	LTR	3	THE1B
244	human	2	LINE	3	L1MA7
245	human	4	DNA	0	MER20B
246	human	4	DNA	2	MER33
247	human	2	LINE	2	L1ME1
248	human	1	SINE	1	AluY
249	human	2	LINE	0	L1PA17
250	human	2	LINE	3	L1PA7
251	human	3	LTR	3	MLT2A2
252	human	4	DNA	0	MER75
253	human	1	SINE	1	AluJr
254	human	4	DNA	2	UCON99
255	human	1	SINE	1	AluJr
256	human	4	DNA	0	MER20
257	human	2	LINE	2	L1MA7
258	human	3	LTR	2	MLT2A2
259	human	4	DNA	2	Tigger2a
260	human	3	LTR	2	MER4A1
261	human	4	DNA	2	MER2
262	human	4	DNA	0	MER45A
263	human	4	DNA	3	Tigger2a
264	human	3	LTR	3	MLT1C
265	human	3	LTR	1	THE1D
266	human	2	LINE	2	L1MA6
267	human	4	DNA	0	MER5A
268	human	2	LINE	2	L1M4
269	human	2	LINE	2	L1PB1
270	human	1	SINE	1	AluSq4
271	human	3	LTR	3	MER4B
272	human	4	DNA	2	Tigger4b
273	human	1	SINE	1	AluSc
274	human	2	LINE	3	L1MB5
275	human	4	DNA	0	MER20
276	human	1	SINE	1	AluYc3
277	human	1	SINE	1	AluY
278	human	4	DNA	0	MER44B
279	human	4	DNA	0	MER20
280	human	3	LTR	1	LTR16C
281	human	4	DNA	0	MER2
282	human	2	LINE	2	L1PA4
283	human	3	LTR	3	LTR53
284	human	1	SINE	1	AluSp
285	human	4	DNA	0	MER5A1
286	human	1	SINE	1	AluJb
287	human	3	LTR	3	LTR7C
288	human	1	SINE	1	AluSp
289	human	1	SINE	1	AluY
290	human	1	SINE	1	AluSx1
291	human	1	SINE	1	AluSz
292	human	3	LTR	3	MLT1A0
293	human	2	LINE	0	L1PA7
294	human	3	LTR	3	LTR7B
295	human	2	LINE	2	L1MB7
296	human	3	LTR	3	MLT1C2
297	human	4	DNA	2	Tigger1
298	human	1	SINE	1	AluSq2
299	human	2	LINE	2	L1MB4
300	human	2	LINE	2	L1PB3
301	human	2	LINE	2	L1M5
302	human	3	LTR	2	LTR2C
303	human	4	DNA	0	MER20
304	human	2	LINE	3	L1MEg
305	human	2	LINE	2	L1PA16
306	human	2	LINE	2	L1PA7
307	human	2	LINE	3	L1M3
308	human	4	DNA	0	Tigger5
309	human	1	SINE	1	AluY
310	human	2	LINE	2	L2
311	human	4	DNA	0	MER5A
312	human	2	LINE	2	L1MB5
313	human	3	LTR	3	MER4A
314	human	3	LTR	2	LTR6B
315	human	4	DNA	2	MER63A
316	human	2	LINE	2	L1ME1
317	human	3	LTR	3	MER34A
318	human	3	LTR	3	MLT1C2
319	human	3	LTR	0	MER49
320	human	3	LTR	2	LTR7Y
321	human	1	SINE	1	AluSx3
322	human	4	DNA	3	MER20
323	human	1	SINE	1	AluSx
324	human	2	LINE	3	L1PA7
325	human	3	LTR	3	MLT1E2
326	human	1	SINE	3	AluYm1
327	human	2	LINE	2	L1MA7
328	human	3	LTR	3	MLT1C2
329	human	1	SINE	1	AluSz
330	human	1	SINE	1	AluY
331	human	2	LINE	2	L2
332	human	1	SINE	1	AluSg
333	human	1	SINE	1	AluJb
334	human	3	LTR	0	MLT1A0
335	human	2	LINE	2	L1PA7
336	human	4	DNA	3	Charlie4z
337	human	3	LTR	3	HERVIP10FH-int
338	human	2	LINE	3	L1MB5
339	human	1	SINE	1	AluSz
340	human	3	LTR	3	LTR7Y
341	human	3	LTR	3	MER49
342	human	2	LINE	2	L1MA2
343	human	2	LINE	2	L1MA9
344	human	1	SINE	1	AluSx1
345	human	3	LTR	3	LTR47A
346	human	3	LTR	3	MER39B
347	human	2	LINE	2	L1PA7
348	human	1	SINE	1	AluSz
349	human	4	DNA	0	MER121
350	human	1	SINE	1	AluSx1
351	human	1	SINE	1	AluSx3
352	human	1	SINE	3	AluSx1
353	human	4	DNA	3	MER20
354	human	3	LTR	3	MLT1C2
355	human	2	LINE	2	L1PB1
356	human	1	SINE	1	AluSq
357	human	2	LINE	3	L1PA16
358	human	3	LTR	3	LTR7B
359	human	3	LTR	0	MER41C
360	human	4	DNA	3	Tigger6
361	human	3	LTR	3	MER74B
362	human	2	LINE	2	L1PA5
363	human	1	SINE	1	AluSg4
364	human	4	DNA	3	Tigger1a_Art
365	human	1	SINE	1	AluSz
366	human	3	LTR	0	THE1B
367	human	4	DNA	0	MER20
368	human	1	SINE	3	AluSx1
369	human	3	LTR	3	LTR7
370	human	4	DNA	3	MER5A
371	human	2	LINE	2	L1MB5
372	human	2	LINE	0	L1MC1
373	human	2	LINE	2	L1PA7
374	human	3	LTR	2	MER4D
375	human	4	DNA	0	MER20
376	human	3	LTR	3	MLT1C2
377	human	4	DNA	2	Charlie1a
378	human	1	SINE	1	AluSx1
379	human	2	LINE	2	L1M5
380	human	2	LINE	0	L1ME1
381	human	4	DNA	0	Tigger3a
382	human	3	LTR	0	MSTA
383	human	2	LINE	3	L1MA6
384	human	2	LINE	2	L1MEg
385	human	3	LTR	2	MSTC
386	human	3	LTR	3	MLT1B
387	human	1	SINE	1	AluSx
388	human	4	DNA	2	MER33
389	human	3	LTR	3	LTR10C
390	human	2	LINE	3	L1MB3
391	human	4	DNA	2	MER45A
392	human	2	LINE	2	L1PA8
393	human	4	DNA	0	MER20
394	human	1	SINE	1	AluYm1
395	human	3	LTR	2	MSTD
396	human	2	LINE	2	L1MB5
397	human	3	LTR	3	MLT1D
398	human	2	LINE	2	L1PA7
399	human	2	LINE	2	L1PREC2
400	human	2	LINE	3	L1PA7
401	human	3	LTR	3	MSTA
402	human	2	LINE	2	L1PA3
403	human	3	LTR	3	MLT1C2
404	human	2	LINE	0	L1MC2
405	human	4	DNA	2	MARNA
406	human	1	SINE	1	AluSx1
407	human	3	LTR	2	LTR2C
408	human	4	DNA	0	Tigger2
409	human	3	LTR	3	MLT1C2
410	human	4	DNA	2	Tigger2
411	human	3	LTR	3	MLT1C2
412	human	4	DNA	0	MER2
413	human	2	LINE	3	L1MB5
414	human	2	LINE	0	L1MA8
415	human	1	SINE	1	AluJr
416	human	3	LTR	0	MER4A
417	human	4	DNA	2	Charlie4
418	human	4	DNA	0	Tigger17a
419	human	4	DNA	0	Tigger17a
420	human	3	LTR	3	MLT1C2
421	human	3	LTR	3	LTR7B
422	human	4	DNA	2	MER96B
423	human	3	LTR	1	MLT1B
424	human	1	SINE	3	Alu
425	human	4	DNA	2	MER45A
426	human	4	DNA	3	MER20
427	human	1	SINE	3	AluJr
428	human	2	LINE	3	L1PA10
429	human	1	SINE	1	AluJr
430	human	3	LTR	3	LTR9B
431	human	2	LINE	1	L1ME1
432	human	4	DNA	0	MER20
433	human	3	LTR	3	LTR7B
434	human	3	LTR	3	LTR2C
435	human	2	LINE	2	L1PA16
436	human	2	LINE	2	L1MA3
437	human	4	DNA	2	MER96B
438	human	4	DNA	0	MER58A
439	human	2	LINE	3	L1MA3
440	human	2	LINE	2	L2a
441	human	3	LTR	3	MLT1C2
442	human	1	SINE	1	AluSx
443	human	1	SINE	2	AluY
444	human	2	LINE	3	L2a
445	human	3	LTR	0	MSTD
446	human	1	SINE	1	AluSp
447	human	2	LINE	2	L1MEg
448	human	1	SINE	1	FLAM_C
449	human	1	SINE	1	AluY
450	human	2	LINE	2	L1PA8
451	human	3	LTR	1	MLT1C2
452	human	4	DNA	2	Tigger1
453	human	3	LTR	3	MLT1C2
454	human	4	DNA	0	MER20
455	human	3	LTR	3	LTR6B
456	human	3	LTR	3	MSTD
457	human	4	DNA	0	MER20
458	human	4	DNA	1	Tigger17c
459	human	4	DNA	2	MER58B
460	human	1	SINE	1	AluSq2
461	human	4	DNA	0	Eulor1
462	human	2	LINE	0	L1PB1
463	human	2	LINE	0	L1MA6
464	human	2	LINE	2	L1M3
465	human	1	SINE	1	FRAM
466	human	3	LTR	0	MLT1A0
467	human	1	SINE	1	AluSz
468	human	1	SINE	0	AluSx1
469	human	1	SINE	1	AluSq2
470	human	4	DNA	0	MER20
471	human	4	DNA	0	MER20
472	human	4	DNA	0	Tigger3a
473	human	2	LINE	2	L1PA13
474	human	2	LINE	2	L1MB4
475	human	2	LINE	3	L1PA3
476	human	4	DNA	0	MER47A
477	human	4	DNA	0	MER58B
478	human	1	SINE	1	AluY
479	human	1	SINE	1	AluY
