idx	species	label	label_name	cluster	source	rep_name
304	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1b_Xt
305	human	6	L1	7	genomic_boundary	L1ME3
306	zebrafish	8	TcMar-Tc1	5	genomic_boundary	DNA21TA1_DR
307	chicken	1	CR1	6	genomic_boundary	CR1-C
308	human	3	ERV1	2	genomic_boundary	MER52-int
309	zebrafish	2	DNA	4	genomic_boundary	TDR8D
310	mouse	5	ERVL	3	genomic_boundary	MERVL-int
311	mouse	4	ERVK	3	genomic_boundary	IAPEz-int
312	mouse	6	L1	7	genomic_boundary	L1Lx_IV
313	mouse	4	ERVK	3	genomic_boundary	RLTR13C1
314	mouse	4	ERVK	3	genomic_boundary	RLTR17D_Mm
315	mouse	4	ERVK	0	genomic_boundary	ERVB4_1-I_MM
316	western_clawed_frog	8	TcMar-Tc1	5	genomic_boundary	Tc1-1_Xt
317	human	5	ERVL	0	genomic_boundary	MER21B
318	chicken	1	CR1	6	genomic_boundary	CR1-H
319	chicken	1	CR1	6	genomic_boundary	CR1-D
320	zebrafish	7	L2	1	genomic_boundary	L2-1_DR
321	mouse	6	L1	7	genomic_boundary	Lx5
322	zebrafish	8	TcMar-Tc1	5	genomic_boundary	Tc1-7_DR
323	mouse	4	ERVK	3	genomic_boundary	RMER19B2
324	human	3	ERV1	2	genomic_boundary	MER61E
325	human	6	L1	0	genomic_boundary	L1ME4a
326	human	5	ERVL	0	genomic_boundary	MER77
327	human	7	L2	1	genomic_boundary	L2
328	human	6	L1	7	genomic_boundary	L1ME3A
329	chicken	1	CR1	6	genomic_boundary	CR1-C4
330	western_clawed_frog	7	L2	1	genomic_boundary	L2-3_XT
331	mouse	3	ERV1	2	genomic_boundary	RLTR5_Mm
332	mouse	4	ERVK	3	genomic_boundary	RMER19B
333	human	3	ERV1	2	genomic_boundary	LTR49-int
334	zebrafish	7	L2	1	genomic_boundary	L2-14_DRe
335	human	6	L1	7	genomic_boundary	L1PA13
336	human	3	ERV1	2	genomic_boundary	Harlequin-int
337	human	3	ERV1	2	genomic_boundary	LTR1D1
338	human	5	ERVL	0	genomic_boundary	MER21B
339	human	4	ERVK	6	genomic_boundary	MER11D
340	mouse	4	ERVK	3	genomic_boundary	MYSERV6-int
341	mouse	3	ERV1	2	genomic_boundary	RMER2
342	mouse	3	ERV1	2	genomic_boundary	RLTR24
343	human	6	L1	7	genomic_boundary	L1MB7
344	human	7	L2	1	genomic_boundary	L2a
345	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
346	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1b_Xt
347	mouse	4	ERVK	3	genomic_boundary	IAPEz-int
348	western_clawed_frog	1	CR1	6	genomic_boundary	CR1-2_XT
349	human	7	L2	1	genomic_boundary	L2
350	human	3	ERV1	3	genomic_boundary	LTR9B
351	human	7	L2	1	genomic_boundary	L2a
352	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
353	human	1	CR1	6	genomic_boundary	L3
354	chicken	5	ERVL	0	genomic_boundary	GGLTR3C2
355	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
356	human	3	ERV1	2	genomic_boundary	LTR19B
357	mouse	3	ERV1	2	genomic_boundary	RLTR5_Mm
358	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1b_Xt
359	human	6	L1	7	genomic_boundary	L1PA16
360	mouse	4	ERVK	3	genomic_boundary	RMER6A
361	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1a_Xt
362	zebrafish	8	TcMar-Tc1	5	genomic_boundary	Mariner-N6_DR
363	human	6	L1	7	genomic_boundary	L1PA6
364	mouse	6	L1	7	genomic_boundary	L1MdF_IV
365	human	3	ERV1	2	genomic_boundary	MER4B-int
366	zebrafish	7	L2	1	genomic_boundary	L2-2_DRe
367	human	6	L1	7	genomic_boundary	L1MC1
368	zebrafish	2	DNA	4	genomic_boundary	DNA-TTAA0-3_DR
369	chicken	1	CR1	6	genomic_boundary	CR1-Y3
370	zebrafish	2	DNA	4	genomic_boundary	DNA-X-11_DR
371	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
372	human	5	ERVL	0	genomic_boundary	MER21C
373	zebrafish	2	DNA	4	genomic_boundary	DNA9NNN1_DR
374	human	3	ERV1	0	genomic_boundary	MER57A-int
375	human	7	L2	1	genomic_boundary	L2a
376	western_clawed_frog	1	CR1	3	genomic_boundary	CR1-2_XT
377	chicken	1	CR1	6	genomic_boundary	CR1-C4
378	western_clawed_frog	7	L2	1	genomic_boundary	L2-2_XT
379	zebrafish	2	DNA	4	genomic_boundary	DNA9NNN1_DR
380	mouse	6	L1	7	genomic_boundary	L1MdTf_II
381	human	5	ERVL	0	genomic_boundary	LTR105_Mam
382	mouse	6	L1	7	genomic_boundary	L1MdF_II
383	chicken	1	CR1	6	genomic_boundary	CR1-Y4
384	human	7	L2	1	genomic_boundary	L2
385	c_elegans	2	DNA	4	genomic_boundary	CERP4
386	human	7	L2	1	genomic_boundary	L2c
387	zebrafish	8	TcMar-Tc1	0	genomic_boundary	TC1DR3
388	mouse	6	L1	7	genomic_boundary	L1MdV_II
389	mouse	4	ERVK	3	genomic_boundary	RLTR19-int
390	human	5	ERVL	0	genomic_boundary	MLT2B4
391	mouse	3	ERV1	2	genomic_boundary	RLTR1B
392	mouse	6	L1	7	genomic_boundary	L1Lx_IV
393	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TZF28B
394	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
395	human	6	L1	7	genomic_boundary	L1MC5
396	human	7	L2	1	genomic_boundary	L2
397	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR3
398	chicken	1	CR1	6	genomic_boundary	CR1-Y
399	mouse	5	ERVL	0	genomic_boundary	ERV3-16A3_I
400	zebrafish	2	DNA	4	genomic_boundary	TDR8
401	chicken	5	ERVL	0	genomic_boundary	GGLTR3C2
402	western_clawed_frog	7	L2	1	genomic_boundary	L2-3_XT
403	mouse	4	ERVK	3	genomic_boundary	RLTR26D_MM
404	human	7	L2	1	genomic_boundary	L2a
405	mouse	4	ERVK	3	genomic_boundary	RMER17A2
406	mouse	4	ERVK	3	genomic_boundary	RMER12
407	human	6	L1	7	genomic_boundary	L1MCa
408	human	6	L1	7	genomic_boundary	L1MB4
409	mouse	6	L1	7	genomic_boundary	L1MdA_I
410	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TDR2
411	zebrafish	7	L2	1	genomic_boundary	L2-17_DRe
412	chicken	1	CR1	6	genomic_boundary	CR1-F
413	human	7	L2	1	genomic_boundary	L2c
414	human	7	L2	1	genomic_boundary	L2a
415	chicken	1	CR1	6	genomic_boundary	CR1-E
416	zebrafish	2	DNA	4	genomic_boundary	TDR8
417	zebrafish	2	DNA	4	genomic_boundary	DNA-X-10_DR
418	mouse	4	ERVK	3	genomic_boundary	RLTR13A1
419	zebrafish	7	L2	1	genomic_boundary	L2-5_DRe
420	human	5	ERVL	0	genomic_boundary	LTR50
421	zebrafish	2	DNA	4	genomic_boundary	TDR8
422	zebrafish	2	DNA	4	genomic_boundary	DNA-X-3_DR
423	zebrafish	2	DNA	4	genomic_boundary	DNA9NNN1_DR
424	chicken	1	CR1	6	genomic_boundary	CR1-X
425	human	3	ERV1	1	genomic_boundary	LTR8A
426	zebrafish	2	DNA	4	genomic_boundary	TDR8
427	mouse	4	ERVK	3	genomic_boundary	RMER19B
428	mouse	6	L1	7	genomic_boundary	Lx9
429	mouse	5	ERVL	0	genomic_boundary	MERVL_2A-int
430	mouse	6	L1	7	genomic_boundary	L1MdV_III
431	western_clawed_frog	1	CR1	6	genomic_boundary	CR1_1a_Xt
432	chicken	1	CR1	6	genomic_boundary	CR1-G
433	zebrafish	2	DNA	4	genomic_boundary	TDR8
434	zebrafish	7	L2	1	genomic_boundary	L2-3_DRe
435	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TDR2
436	western_clawed_frog	8	TcMar-Tc1	5	genomic_boundary	Tc1-16_Xt
437	human	5	ERVL	0	genomic_boundary	MLT2B3
438	mouse	5	ERVL	0	genomic_boundary	MER21C
439	human	7	L2	1	genomic_boundary	L2b
440	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TC1DR2
441	zebrafish	2	DNA	4	genomic_boundary	TDR23
442	human	7	L2	1	genomic_boundary	L2c
443	chicken	1	CR1	6	genomic_boundary	CR1-F2
444	human	7	L2	1	genomic_boundary	L2a
445	human	6	L1	7	genomic_boundary	L1PA16
446	human	3	ERV1	2	genomic_boundary	HERVE-int
447	human	5	ERVL	0	genomic_boundary	MLT2A2
448	zebrafish	8	TcMar-Tc1	5	genomic_boundary	TDR2
449	western_clawed_frog	3	ERV1	2	genomic_boundary	ERV1-N1-I_XT
450	human	6	L1	7	genomic_boundary	L1ME2
451	mouse	4	ERVK	2	genomic_boundary	RLTR16B_MM
452	human	7	L2	1	genomic_boundary	L2a
453	zebrafish	7	L2	6	genomic_boundary	L2-2_DRe
454	zebrafish	8	TcMar-Tc1	5	genomic_boundary	DNA21TA1_DR
