idx	species	label	label_name	cluster	rep_name
57	human	1	SINE	2	AluSx1
58	human	3	LTR	2	MLT1C2
59	human	3	LTR	1	MLT1C2
60	human	4	DNA	0	MER47B
61	human	4	DNA	0	Tigger3a
62	human	4	DNA	3	MER44B
63	human	2	LINE	1	L1PA5
64	human	3	LTR	0	MER4A1
65	human	3	LTR	0	LTR5_Hs
66	human	4	DNA	0	Tigger2a
67	human	1	SINE	1	AluJo
68	human	3	LTR	0	LTR2C
69	human	1	SINE	2	AluSx1
70	human	2	LINE	1	L1PA8
71	human	3	LTR	3	MLT1D
72	human	2	LINE	1	L1PA10
73	human	3	LTR	3	MER4A1
74	human	1	SINE	2	AluSg
75	human	2	LINE	1	L1MB2
76	human	4	DNA	0	MER1A
77	human	3	LTR	3	MER77
78	human	3	LTR	1	MLT1C2
79	human	1	SINE	2	AluY
80	human	1	SINE	2	AluSg4
81	human	3	LTR	3	THE1B
82	human	3	LTR	3	MER87B
83	human	4	DNA	3	Tigger3c
84	human	1	SINE	3	AluY
85	human	3	LTR	0	MLT2B4
86	human	4	DNA	0	MER1A
87	human	3	LTR	1	MLT1C2
88	human	2	LINE	3	L1PA16
89	human	1	SINE	1	AluSx
90	human	3	LTR	0	LTR6B
91	human	1	SINE	1	AluSz
92	human	3	LTR	1	MLT1C2
93	human	2	LINE	1	L1PA7
94	human	3	LTR	3	LTR53
95	human	4	DNA	0	Kanga1
96	human	3	LTR	0	MER4A1
97	human	1	SINE	2	AluSx1
98	human	4	DNA	0	MER47A
99	human	3	LTR	0	THE1B
100	human	2	LINE	3	L1PA2
101	human	2	LINE	1	L1PA5
102	human	3	LTR	3	LTR12D
103	human	1	SINE	1	AluJr
104	human	2	LINE	1	L1MB5
105	human	3	LTR	3	MLT1A0
106	human	2	LINE	3	L1MB3
107	human	1	SINE	2	AluSp
108	human	4	DNA	0	MER1A
109	human	1	SINE	2	AluSq4
110	human	2	LINE	3	L1MA3
111	human	2	LINE	2	L1PA8
112	human	3	LTR	3	MLT1A
113	human	2	LINE	0	L2
114	human	1	SINE	2	AluSg
115	human	4	DNA	0	MER75
116	human	4	DNA	0	Tigger6
117	human	4	DNA	0	Tigger2a
118	human	1	SINE	2	AluY
119	human	4	DNA	3	Tigger3b
120	human	3	LTR	1	MLT1C2
121	human	2	LINE	2	L1MB4
122	human	2	LINE	1	L1PA7
123	human	3	LTR	3	THE1B
124	human	2	LINE	3	L1MEg
125	human	1	SINE	1	AluJb
126	human	2	LINE	3	L1MB2
127	human	2	LINE	1	L1PA7
128	human	2	LINE	1	L1PA6
129	human	2	LINE	3	L1ME1
130	human	2	LINE	0	L1MC5a
131	human	4	DNA	0	Tigger2a
132	human	3	LTR	0	LTR10F
133	human	4	DNA	0	MER75
134	human	4	DNA	0	Tigger3c
135	human	4	DNA	0	Tigger2a
136	human	1	SINE	2	AluYk2
137	human	3	LTR	1	MLT1C2
138	human	4	DNA	0	Arthur1
139	human	2	LINE	1	L1MD1
140	human	2	LINE	3	L1M3
141	human	2	LINE	1	L1PA7
142	human	1	SINE	1	AluJb
143	human	4	DNA	3	Ricksha_c
144	human	1	SINE	2	AluSp
145	human	1	SINE	1	AluSg
146	human	2	LINE	1	L1PA7
147	human	1	SINE	2	AluYm1
148	human	1	SINE	1	AluSx
149	human	1	SINE	2	AluSc8
150	human	2	LINE	2	L1PA4
151	human	4	DNA	3	Tigger3a
152	human	4	DNA	0	MER1A
153	human	3	LTR	1	MLT1C2
154	human	1	SINE	3	AluJr
155	human	2	LINE	1	L1MB5
156	human	3	LTR	0	LTR2C
157	human	2	LINE	1	L1PA7
158	human	2	LINE	1	L1PA3
159	human	3	LTR	1	MLT1C2
160	human	1	SINE	3	AluSx1
161	human	2	LINE	1	L1PA8
162	human	4	DNA	0	Charlie20a
163	human	1	SINE	2	AluSz
164	human	4	DNA	0	MER1A
165	human	3	LTR	3	MLT1C2
166	human	1	SINE	1	AluSz
167	human	3	LTR	0	MER49
168	human	4	DNA	0	Arthur1
169	human	3	LTR	0	LTR2C
170	human	4	DNA	3	MER2
171	human	1	SINE	2	AluSx1
172	human	4	DNA	0	Tigger17a
173	human	1	SINE	1	AluSq2
174	human	2	LINE	1	L1PB
175	human	2	LINE	1	L1PA8
176	human	3	LTR	1	MLT1C2
177	human	4	DNA	3	Tigger2a
178	human	2	LINE	1	L1PA8
179	human	1	SINE	1	AluJb
180	human	1	SINE	3	AluJr
181	human	4	DNA	0	MER1A
182	human	3	LTR	1	MLT1C2
183	human	2	LINE	3	L1PA7
184	human	2	LINE	1	L1MB5
185	human	4	DNA	0	Charlie4a
186	human	1	SINE	2	AluSx1
187	human	1	SINE	2	AluSx1
188	human	4	DNA	0	MER1A
189	human	4	DNA	0	MER1A
190	human	4	DNA	0	MER1A
191	human	4	DNA	0	Tigger4
192	human	4	DNA	0	Tigger7
193	human	1	SINE	1	AluSz
194	human	4	DNA	0	MER6
195	human	2	LINE	2	L1PA6
196	human	3	LTR	3	LTR7B
197	human	1	SINE	1	AluJr
198	human	3	LTR	3	MSTD
199	human	3	LTR	0	LTR47A
200	human	1	SINE	2	AluSp
201	human	1	SINE	2	AluSp
202	human	4	DNA	3	MER33
203	human	1	SINE	2	AluY
204	human	2	LINE	3	L1MB8
205	human	3	LTR	0	MER4A
206	human	4	DNA	0	MER1A
207	human	3	LTR	1	MLT1D
208	human	1	SINE	1	AluSx
209	human	2	LINE	1	L1PA7
210	human	1	SINE	1	AluSg
211	human	4	DNA	0	MamTip2b
212	human	1	SINE	2	AluY
213	human	2	LINE	1	L1PA7
214	human	2	LINE	0	L1MB5
215	human	1	SINE	3	AluJo
216	human	4	DNA	0	Tigger3a
217	human	1	SINE	2	AluYa5
218	human	2	LINE	2	L1PA7
219	human	1	SINE	2	AluY
220	human	4	DNA	0	MER1A
221	human	3	LTR	1	MLT1C2
222	human	2	LINE	3	L1MA3
223	human	1	SINE	2	AluSx
224	human	3	LTR	0	SVA_D
225	human	3	LTR	1	MLT1C2
226	human	3	LTR	0	LTR7C
227	human	4	DNA	0	MER1A
228	human	2	LINE	3	L1MB5
229	human	4	DNA	0	Tigger3a
230	human	3	LTR	1	MLT1C2
231	human	1	SINE	2	AluY
232	human	4	DNA	3	Charlie1a
233	human	1	SINE	2	AluSx
234	human	3	LTR	0	MER49
235	human	1	SINE	1	AluSx1
236	human	3	LTR	0	LTR2C
237	human	2	LINE	3	L1PB2
238	human	1	SINE	2	AluSx
239	human	3	LTR	0	MER74B
240	human	4	DNA	0	Tigger3b
241	human	1	SINE	2	AluSx1
242	human	4	DNA	3	Tigger2
243	human	3	LTR	3	MLT1F2
244	human	2	LINE	3	L1MC
245	human	4	DNA	0	Charlie5
246	human	4	DNA	0	Tigger3d
247	human	2	LINE	0	L1M4
248	human	1	SINE	2	AluSz
249	human	2	LINE	0	L1MA10
250	human	2	LINE	1	L1PA8
251	human	3	LTR	0	LTR5A
252	human	4	DNA	0	Tigger2a
253	human	1	SINE	1	AluSz
254	human	4	DNA	0	Tigger1
255	human	1	SINE	2	AluYm1
256	human	4	DNA	3	Tigger17a
257	human	2	LINE	0	L1MC
258	human	3	LTR	0	LTR2B
259	human	4	DNA	0	Charlie1a
260	human	3	LTR	1	THE1B
261	human	4	DNA	3	MER2
262	human	4	DNA	0	MER1A
263	human	4	DNA	3	MER2
264	human	3	LTR	3	MLT1A0
265	human	3	LTR	1	MLT1C2
266	human	2	LINE	0	L1MD3
267	human	4	DNA	0	Tigger4
268	human	2	LINE	1	L1PA7
269	human	2	LINE	2	L1PA7
270	human	1	SINE	2	AluY
271	human	3	LTR	1	MLT1C2
272	human	4	DNA	0	MER1A
273	human	1	SINE	2	AluSq
274	human	2	LINE	2	L1PA7
275	human	4	DNA	0	Tigger1
276	human	1	SINE	1	AluJb
277	human	1	SINE	2	AluSc8
278	human	4	DNA	0	Tigger3a
279	human	4	DNA	0	MER1A
280	human	3	LTR	0	LTR7B
281	human	4	DNA	0	Tigger9b
282	human	2	LINE	1	L1MB5
283	human	3	LTR	2	MLT1C2
284	human	1	SINE	2	AluSx3
285	human	4	DNA	0	Tigger5b
286	human	1	SINE	2	AluSc
287	human	3	LTR	0	LTR6A
288	human	1	SINE	2	AluSq2
289	human	1	SINE	2	AluY
290	human	1	SINE	2	AluY
291	human	1	SINE	2	AluY
292	human	3	LTR	0	MER39B
293	human	2	LINE	1	L1PA4
294	human	3	LTR	1	MLT1C2
295	human	2	LINE	3	L1MB5
296	human	3	LTR	1	MLT1C2
297	human	4	DNA	0	Charlie1a
298	human	1	SINE	1	AluSz
299	human	2	LINE	3	L1PB1
300	human	2	LINE	0	L1MC
301	human	2	LINE	0	L1ME1
302	human	3	LTR	3	MLT1B
303	human	4	DNA	0	MER1A
304	human	2	LINE	1	L1PA7
305	human	2	LINE	3	L1PA16
306	human	2	LINE	3	L1ME3G
307	human	2	LINE	1	L1PA13
308	human	4	DNA	0	MER1A
309	human	1	SINE	2	AluSg4
310	human	2	LINE	1	L1PA8
311	human	4	DNA	0	MER1A
312	human	2	LINE	3	L1PA16
313	human	3	LTR	3	MLT2A2
314	human	3	LTR	0	LTR6B
315	human	4	DNA	3	MER47A
316	human	2	LINE	3	L1ME1
317	human	3	LTR	1	MLT1C2
318	human	3	LTR	3	MLT1A
319	human	3	LTR	3	MLT1C2
320	human	3	LTR	0	LTR7B
321	human	1	SINE	3	AluJr
322	human	4	DNA	0	Tigger3a
323	human	1	SINE	2	AluSx
324	human	2	LINE	1	L1PA4
325	human	3	LTR	0	LTR26
326	human	1	SINE	2	AluYk2
327	human	2	LINE	0	L1MA7
328	human	3	LTR	1	MLT1C2
329	human	1	SINE	2	AluSx1
330	human	1	SINE	2	AluSx1
331	human	2	LINE	0	L2a
332	human	1	SINE	2	AluYm1
333	human	1	SINE	2	AluSx1
334	human	3	LTR	3	MLT1C2
335	human	2	LINE	1	L1MB5
336	human	4	DNA	0	MER1A
337	human	3	LTR	0	MLT1E2
338	human	2	LINE	0	L1MC1
339	human	1	SINE	1	AluSq
340	human	3	LTR	3	THE1D
341	human	3	LTR	0	MSTA
342	human	2	LINE	3	L1PA8
343	human	2	LINE	2	L1PA13
344	human	1	SINE	2	AluSx1
345	human	3	LTR	0	LTR9B
346	human	3	LTR	0	MLT1J
347	human	2	LINE	3	L1PA4
348	human	1	SINE	2	AluY
349	human	4	DNA	0	MER1A
350	human	1	SINE	2	AluSg
351	human	1	SINE	2	AluSx1
352	human	1	SINE	2	AluY
353	human	4	DNA	0	MER1A
354	human	3	LTR	0	LTR10C
355	human	2	LINE	0	L1MA2
356	human	1	SINE	2	AluSp
357	human	2	LINE	0	L2a
358	human	3	LTR	1	MLT1C2
359	human	3	LTR	1	MLT1C2
360	human	4	DNA	0	Tigger6
361	human	3	LTR	0	HERVIP10FH-int
362	human	2	LINE	3	L1MB7
363	human	1	SINE	2	AluSq
364	human	4	DNA	0	Tigger3a
365	human	1	SINE	1	AluSx1
366	human	3	LTR	0	LTR8
367	human	4	DNA	0	Tigger2
368	human	1	SINE	2	AluJr
369	human	3	LTR	0	MLT2B1
370	human	4	DNA	0	Zaphod
371	human	2	LINE	0	L2
372	human	2	LINE	0	L1MB3
373	human	2	LINE	3	L1M5
374	human	3	LTR	0	LTR6A
375	human	4	DNA	0	Tigger2a
376	human	3	LTR	1	MLT1C2
377	human	4	DNA	0	MER1A
378	human	1	SINE	2	AluSq2
379	human	2	LINE	0	L1M5
380	human	2	LINE	3	L1M4
381	human	4	DNA	0	Charlie1b
382	human	3	LTR	0	LTR7
383	human	2	LINE	0	L1MD3
384	human	2	LINE	2	L1PA7
385	human	3	LTR	0	LTR7
386	human	3	LTR	0	MLT2A2
387	human	1	SINE	1	AluJb
388	human	4	DNA	0	Tigger3a
389	human	3	LTR	1	MLT1C2
390	human	2	LINE	1	L1MB7
391	human	4	DNA	0	Charlie2b
392	human	2	LINE	2	L1MB5
393	human	4	DNA	0	Tigger2a
394	human	1	SINE	2	AluY
395	human	3	LTR	0	LTR17
396	human	2	LINE	1	L1PA4
397	human	3	LTR	0	MER4E1
398	human	2	LINE	0	L1M5
399	human	2	LINE	3	L1PB4
400	human	2	LINE	1	L1MB5
401	human	3	LTR	1	MLT1C2
402	human	2	LINE	0	L1MEc
403	human	3	LTR	0	LTR7C
404	human	2	LINE	3	L1MB5
405	human	4	DNA	0	MER1A
406	human	1	SINE	2	AluSx1
407	human	3	LTR	0	LTR5A
408	human	4	DNA	0	Tigger3a
409	human	3	LTR	0	LTR8
410	human	4	DNA	3	Tigger2a
411	human	3	LTR	1	MLT1C2
412	human	4	DNA	3	MER2
413	human	2	LINE	1	L1MA9
414	human	2	LINE	1	L1PA4
415	human	1	SINE	2	AluSx
416	human	3	LTR	0	MLT2B1
417	human	4	DNA	0	MER1A
418	human	4	DNA	0	MER46C
419	human	4	DNA	0	Tigger17a
420	human	3	LTR	0	MER4E1
421	human	3	LTR	1	MLT1C2
422	human	4	DNA	3	Tigger17a
423	human	3	LTR	0	LTR2C
424	human	1	SINE	2	AluY
425	human	4	DNA	0	Tigger17a
426	human	4	DNA	3	MER2
427	human	1	SINE	1	AluJb
428	human	2	LINE	1	L1PA5
429	human	1	SINE	2	AluSz
430	human	3	LTR	1	MLT1C2
431	human	2	LINE	3	L1MC1
432	human	4	DNA	3	MER2
433	human	3	LTR	0	MER41C
434	human	3	LTR	3	MLT1C2
435	human	2	LINE	3	L1PA16
436	human	2	LINE	0	L2a
437	human	4	DNA	0	Tigger2a
438	human	4	DNA	0	MER75
439	human	2	LINE	1	L1PA6
440	human	2	LINE	1	L1PA7
441	human	3	LTR	3	MLT1C2
442	human	1	SINE	2	AluSx1
443	human	1	SINE	2	AluY
444	human	2	LINE	1	L1MB5
445	human	3	LTR	0	MER66B
446	human	1	SINE	2	AluY
447	human	2	LINE	2	L1PA4
448	human	1	SINE	2	AluJr
449	human	1	SINE	1	AluSc8
450	human	2	LINE	0	L1ME3A
451	human	3	LTR	3	MLT1A0
452	human	4	DNA	0	Charlie1a
453	human	3	LTR	3	LTR2C
454	human	4	DNA	0	Charlie1b
455	human	3	LTR	0	MLT2D
456	human	3	LTR	3	MER4A1
457	human	4	DNA	3	MER1A
458	human	4	DNA	3	Charlie1a
459	human	4	DNA	0	MER1A
460	human	1	SINE	2	AluSx3
461	human	4	DNA	0	Tigger17a
462	human	2	LINE	3	L1PA8
463	human	2	LINE	0	L1MB7
464	human	2	LINE	3	L1MC
465	human	1	SINE	2	AluSz
466	human	3	LTR	3	MLT2A1
467	human	1	SINE	2	AluSx1
468	human	1	SINE	2	AluSc8
469	human	1	SINE	2	AluSg
470	human	4	DNA	3	MER1B
471	human	4	DNA	0	MER44B
472	human	4	DNA	0	MER1A
473	human	2	LINE	0	L1ME4b
474	human	2	LINE	2	L1MB5
475	human	2	LINE	3	L1PA14
476	human	4	DNA	3	Tigger4
477	human	4	DNA	0	Tigger2a
478	human	1	SINE	2	AluY
479	human	1	SINE	2	AluSq2
