idx	contrast_role	source	species	chrom	start	end	label_name	model	score_name	chunk_start	chunk_end	original_score	occluded_score	delta_score	sf5_best_main4
1400	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1506356	1506868	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1400	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1506356	1506868	HighScoreUnannotated	binary	binary_te_mean	448	512	0.002720207441598177	0.0028396411798894405	-0.00011943373829126358	SINE
1400	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1506356	1506868	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	original	original	0.003058388829231262	0.003058388829231262	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	0	64	0.003058388829231262	0.0030341623350977898	2.4226494133472443e-05	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	64	128	0.003058388829231262	0.003945974633097649	-0.0008875858038663864	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	128	192	0.003058388829231262	0.004012728575617075	-0.0009543397463858128	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	192	256	0.003058388829231262	0.00365642667748034	-0.0005980378482490778	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	256	320	0.003058388829231262	0.003184896893799305	-0.00012650806456804276	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	320	384	0.003058388829231262	0.002747124759480357	0.00031126406975090504	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	384	448	0.003058388829231262	0.006651556119322777	-0.0035931672900915146	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	binary	binary_te_mean	448	512	0.003058388829231262	0.0041846176609396935	-0.0011262288317084312	SINE
1338	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	325094	325606	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	original	original	0.0019546253606677055	0.0019546253606677055	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	0	64	0.0019546253606677055	0.001720927655696869	0.00023369770497083664	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	64	128	0.0019546253606677055	0.0019939879421144724	-3.936258144676685e-05	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	128	192	0.0019546253606677055	0.001806673826649785	0.0001479515340179205	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	192	256	0.0019546253606677055	0.0018114959821105003	0.0001431293785572052	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	256	320	0.0019546253606677055	0.0018476452678442001	0.0001069800928235054	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	320	384	0.0019546253606677055	0.002014243509620428	-5.961814895272255e-05	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	384	448	0.0019546253606677055	0.0019634230993688107	-8.797738701105118e-06	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	binary	binary_te_mean	448	512	0.0019546253606677055	0.002378013450652361	-0.0004233880899846554	SINE
1401	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298537	1299049	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	original	original	0.002922857878729701	0.002922857878729701	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	0	64	0.002922857878729701	0.002201385796070099	0.0007214720826596022	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	64	128	0.002922857878729701	0.014911357313394547	-0.011988499434664845	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	128	192	0.002922857878729701	0.004495099652558565	-0.001572241773828864	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	192	256	0.002922857878729701	0.0025273780338466167	0.0003954798448830843	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	256	320	0.002922857878729701	0.0027971346862614155	0.00012572319246828556	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	320	384	0.002922857878729701	0.002505519660189748	0.00041733821853995323	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	384	448	0.002922857878729701	0.0027867204044014215	0.0001361374743282795	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	binary	binary_te_mean	448	512	0.002922857878729701	0.003145830240100622	-0.00022297236137092113	SINE
1361	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3497366	3497878	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	original	original	0.0018632890423759818	0.0018632890423759818	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	0	64	0.0018632890423759818	0.0019986906554549932	-0.00013540161307901144	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	64	128	0.0018632890423759818	0.0027472940273582935	-0.0008840049849823117	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	128	192	0.0018632890423759818	0.0027657565660774708	-0.000902467523701489	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	192	256	0.0018632890423759818	0.002111333655193448	-0.00024804461281746626	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	256	320	0.0018632890423759818	0.0022884788922965527	-0.00042518984992057085	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	320	384	0.0018632890423759818	0.0020157799590379	-0.00015249091666191816	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	384	448	0.0018632890423759818	0.0025882560294121504	-0.0007249669870361686	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	binary	binary_te_mean	448	512	0.0018632890423759818	0.0032495176419615746	-0.0013862285995855927	SINE
1402	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935375	1935887	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	original	original	0.0036143597681075335	0.0036143597681075335	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	0	64	0.0036143597681075335	0.0020332769490778446	0.0015810828190296888	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	64	128	0.0036143597681075335	0.003221639432013035	0.00039272033609449863	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	128	192	0.0036143597681075335	0.003593997098505497	2.0362669602036476e-05	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	192	256	0.0036143597681075335	0.003344424534589052	0.00026993523351848125	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	256	320	0.0036143597681075335	0.0033207437954843044	0.000293615972623229	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	320	384	0.0036143597681075335	0.004658894147723913	-0.0010445343796163797	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	384	448	0.0036143597681075335	0.0029060090892016888	0.0007083506789058447	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	binary	binary_te_mean	448	512	0.0036143597681075335	0.004679398611187935	-0.0010650388430804014	SINE
1374	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3361608	3362120	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	original	original	0.0020015418995171785	0.0020015418995171785	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	0	64	0.0020015418995171785	0.0019445803482085466	5.69615513086319e-05	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	64	128	0.0020015418995171785	0.0018046475015580654	0.00019689439795911312	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	128	192	0.0020015418995171785	0.001991797238588333	9.744660928845406e-06	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	192	256	0.0020015418995171785	0.0021863793954253197	-0.00018483749590814114	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	256	320	0.0020015418995171785	0.002622189000248909	-0.0006206471007317305	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	320	384	0.0020015418995171785	0.002087291330099106	-8.57494305819273e-05	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	384	448	0.0020015418995171785	0.001947934739291668	5.36071602255106e-05	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	binary	binary_te_mean	448	512	0.0020015418995171785	0.001982517074793577	1.902482472360134e-05	SINE
1403	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	2756958	2757470	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	original	original	0.0038645293097943068	0.0038645293097943068	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	0	64	0.0038645293097943068	0.005330899730324745	-0.0014663704205304384	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	64	128	0.0038645293097943068	0.003146891947835684	0.0007176373619586229	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	128	192	0.0038645293097943068	0.0030899890698492527	0.0007745402399450541	SINE
