model_tag	panel	species	eval_chrom	variant	iou_threshold	boundary_tol_bp	window	stride	n_windows	source_tsv	model_dir	data_jsonl	chrom	exp_id	weight_mode	threshold	ignored_bp	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision	segment_recall	segment_f1	mean_matched_iou	boundary_precision	boundary_recall	boundary_f1	median_boundary_error_bp	pred_true_backed_rate	short_pred_segments	short_true_backed_rate	short_mean_best_iou	mean_fragments_per_true	split_true_rate	missed_true_rate	path_panel
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.8	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	7	1563	1660	0.0044585987261146	0.0041991601679664	0.0043249922767995	0.896244501190538	0.0012738853503184	0.0011997600479904	0.0012357120790855	7.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.8	10	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	7	1563	1660	0.0044585987261146	0.0041991601679664	0.0043249922767995	0.896244501190538	0.0025477707006369	0.0023995200959808	0.0024714241581711	7.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.8	25	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	7	1563	1660	0.0044585987261146	0.0041991601679664	0.0043249922767995	0.896244501190538	0.0038216560509554	0.0035992801439712	0.0037071362372567	7.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.8	50	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	7	1563	1660	0.0044585987261146	0.0041991601679664	0.0043249922767995	0.896244501190538	0.0038216560509554	0.0035992801439712	0.0037071362372567	7.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.8	100	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	7	1563	1660	0.0044585987261146	0.0041991601679664	0.0043249922767995	0.896244501190538	0.0038216560509554	0.0035992801439712	0.0037071362372567	7.0	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.9	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	2	1568	1665	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.998803827751196	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.75	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.9	10	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	2	1568	1665	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.998803827751196	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.75	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.9	25	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	2	1568	1665	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.998803827751196	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.75	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.9	50	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	2	1568	1665	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.998803827751196	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.75	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	raw_threshold	0.9	100	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	51449	18118	465813	4279297	0.739560423764141	0.0994641013644922	0.1753457992021525	0.1074344135650221	0.0144489443424761	4814677	1667	1570	2	1568	1665	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.998803827751196	0.0012738853503184	0.0011997600479904	0.0012357120790855	0.75	0.6140127388535032	1429	0.5920223932820154	0.0275600899832883	0.5842831433713257	0.1019796040791841	0.8632273545290942	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.5	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	49	164	1618	0.2300469483568075	0.0293941211757648	0.052127659574468	0.744451584624521	0.028169014084507	0.0035992801439712	0.0063829787234042	66.0	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.5	10	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	49	164	1618	0.2300469483568075	0.0293941211757648	0.052127659574468	0.744451584624521	0.0469483568075117	0.005998800239952	0.0106382978723404	66.0	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.5	25	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	49	164	1618	0.2300469483568075	0.0293941211757648	0.052127659574468	0.744451584624521	0.0516431924882629	0.0065986802639472	0.0117021276595744	66.0	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.5	50	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	49	164	1618	0.2300469483568075	0.0293941211757648	0.052127659574468	0.744451584624521	0.0657276995305164	0.0083983203359328	0.0148936170212765	66.0	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.5	100	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	49	164	1618	0.2300469483568075	0.0293941211757648	0.052127659574468	0.744451584624521	0.0892018779342723	0.0113977204559088	0.0202127659574468	66.0	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
ntv2_250m_w4096	animal_fine	c_elegans	chrII	gap50_min80	0.7	5	4096	4096	1200	reports/tefm_final/PIPE-TEFM-FINAL-STRICTSEG-20260629/strict_segment/ntv2_250m_w4096/animal_fine/c_elegans_chrII.tsv	software_outputs/tefm_final/PIPE-TEFM-FINAL-20260623/runs/ntv2_250m_H0_w4096_seed42	software_outputs/tefm_final/PIPE-TEFM-FINAL-EBAR-20260629/data/w4096/animal_fine/c_elegans/chrII/c_elegans/test/data.jsonl.gz	chrII	PIPE-TEFM-FINAL-STRICTSEG-20260629	triangular	0.5	100523	52217	9822	465045	4287593	0.8416802334015699	0.1009488421728253	0.1802758842121798	0.1074344135650221	0.0128853918964865	4814677	1667	213	26	187	1641	0.1220657276995305	0.0155968806238752	0.0276595744680851	0.8805401941651829	0.028169014084507	0.0035992801439712	0.0063829787234042	24.5	0.6572769953051644	6	0.0	0.0	0.0923815236952609	0.0173965206958608	0.9286142771445712	animal_fine
