package_id	atom_id	seqid	start0	end0	overlap_role	package_censored	name	score	strand	source	attributes
S0-01706	P3:2R:6709833:6709839	2R	6709833	6709839	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709841:6709882	2R	6709841	6709882	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709883:6709885	2R	6709883	6709885	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709886:6709887	2R	6709886	6709887	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709889:6709890	2R	6709889	6709890	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709894:6709896	2R	6709894	6709896	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709914:6709917	2R	6709914	6709917	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709919:6709923	2R	6709919	6709923	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709926:6709930	2R	6709926	6709930	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709931:6709932	2R	6709931	6709932	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709933:6709934	2R	6709933	6709934	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709935:6709944	2R	6709935	6709944	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709945:6709946	2R	6709945	6709946	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6709951:6710001	2R	6709951	6710001	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6710002:6710009	2R	6710002	6710009	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6710010:6710014	2R	6710010	6710014	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6711725:6711726	2R	6711725	6711726	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6712569:6712597	2R	6712569	6712597	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6712607:6712608	2R	6712607	6712608	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6712651:6712653	2R	6712651	6712653	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6718100:6718101	2R	6718100	6718101	contained	0	P3_prediction	.	.	P3	.
S0-01706	P3:2R:6718107:6718436	2R	6718107	6718436	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9306169:9310120	3R	9306169	9310120	left_censored	1	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9310121:9310306	3R	9310121	9310306	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9310307:9311103	3R	9310307	9311103	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311105:9311128	3R	9311105	9311128	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311129:9311131	3R	9311129	9311131	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311132:9311192	3R	9311132	9311192	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311193:9311194	3R	9311193	9311194	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311196:9311199	3R	9311196	9311199	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311201:9311204	3R	9311201	9311204	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311205:9311238	3R	9311205	9311238	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311240:9311255	3R	9311240	9311255	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311258:9311262	3R	9311258	9311262	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311263:9311266	3R	9311263	9311266	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311267:9311268	3R	9311267	9311268	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311269:9311270	3R	9311269	9311270	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311272:9311273	3R	9311272	9311273	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311274:9311277	3R	9311274	9311277	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311280:9311297	3R	9311280	9311297	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311298:9311305	3R	9311298	9311305	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311306:9311323	3R	9311306	9311323	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311325:9311340	3R	9311325	9311340	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311351:9311359	3R	9311351	9311359	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311361:9311366	3R	9311361	9311366	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311372:9311374	3R	9311372	9311374	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311375:9311386	3R	9311375	9311386	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311388:9311393	3R	9311388	9311393	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311395:9311396	3R	9311395	9311396	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311399:9311400	3R	9311399	9311400	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311401:9311411	3R	9311401	9311411	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311417:9311418	3R	9311417	9311418	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311420:9311429	3R	9311420	9311429	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311434:9311436	3R	9311434	9311436	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311439:9311444	3R	9311439	9311444	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311454:9311455	3R	9311454	9311455	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311649:9311650	3R	9311649	9311650	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311660:9311661	3R	9311660	9311661	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311666:9311667	3R	9311666	9311667	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311673:9311674	3R	9311673	9311674	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311678:9311679	3R	9311678	9311679	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9311685:9311686	3R	9311685	9311686	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9312533:9312534	3R	9312533	9312534	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9314487:9314488	3R	9314487	9314488	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9315329:9315330	3R	9315329	9315330	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318017:9318019	3R	9318017	9318019	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318251:9318253	3R	9318251	9318253	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318254:9318255	3R	9318254	9318255	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318779:9318780	3R	9318779	9318780	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318782:9318783	3R	9318782	9318783	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318786:9318787	3R	9318786	9318787	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318795:9318796	3R	9318795	9318796	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318808:9318810	3R	9318808	9318810	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9318833:9318838	3R	9318833	9318838	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319626:9319627	3R	9319626	9319627	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319670:9319671	3R	9319670	9319671	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319674:9319675	3R	9319674	9319675	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319680:9319681	3R	9319680	9319681	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319686:9319687	3R	9319686	9319687	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9319698:9319699	3R	9319698	9319699	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320406:9320407	3R	9320406	9320407	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320408:9320409	3R	9320408	9320409	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320460:9320461	3R	9320460	9320461	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320488:9320489	3R	9320488	9320489	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320490:9320492	3R	9320490	9320492	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9320494:9320495	3R	9320494	9320495	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9321913:9321914	3R	9321913	9321914	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9321916:9321917	3R	9321916	9321917	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9328030:9328031	3R	9328030	9328031	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9328036:9328037	3R	9328036	9328037	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9328039:9328042	3R	9328039	9328042	contained	0	P3_prediction	.	.	P3	.
S0-03284	P3:3R:9328493:9328494	3R	9328493	9328494	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216309:216531	4	216309	216531	left_censored	1	P3_prediction	.	.	P3	.
S0-03624	P3:4:216532:216542	4	216532	216542	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216543:216553	4	216543	216553	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216554:216555	4	216554	216555	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216561:216569	4	216561	216569	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216589:216591	4	216589	216591	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216592:216593	4	216592	216593	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216594:216596	4	216594	216596	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216597:216598	4	216597	216598	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216618:216621	4	216618	216621	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216622:216623	4	216622	216623	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216625:216628	4	216625	216628	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216706:216707	4	216706	216707	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216801:216802	4	216801	216802	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216837:216838	4	216837	216838	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:216881:216882	4	216881	216882	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217002:217003	4	217002	217003	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217011:217012	4	217011	217012	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217014:217016	4	217014	217016	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217021:217023	4	217021	217023	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217053:217055	4	217053	217055	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217063:217065	4	217063	217065	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217083:217085	4	217083	217085	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217087:217091	4	217087	217091	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217099:217100	4	217099	217100	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217108:217109	4	217108	217109	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217113:217115	4	217113	217115	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217116:217117	4	217116	217117	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217122:217125	4	217122	217125	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217127:217129	4	217127	217129	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217131:217132	4	217131	217132	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217134:217136	4	217134	217136	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217137:217138	4	217137	217138	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217139:217144	4	217139	217144	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217146:217150	4	217146	217150	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217151:217158	4	217151	217158	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217159:217161	4	217159	217161	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217165:217166	4	217165	217166	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217167:217171	4	217167	217171	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217172:217176	4	217172	217176	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217177:217179	4	217177	217179	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217182:217188	4	217182	217188	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217190:217191	4	217190	217191	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217192:217196	4	217192	217196	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217197:217198	4	217197	217198	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217200:217201	4	217200	217201	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217203:217206	4	217203	217206	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217208:217209	4	217208	217209	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217210:217214	4	217210	217214	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217217:217222	4	217217	217222	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217241:217242	4	217241	217242	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217560:217561	4	217560	217561	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217568:217570	4	217568	217570	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217585:217586	4	217585	217586	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217587:217588	4	217587	217588	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217591:217600	4	217591	217600	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217601:217607	4	217601	217607	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217608:217947	4	217608	217947	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217948:217977	4	217948	217977	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:217979:217981	4	217979	217981	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218081:218087	4	218081	218087	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218088:218089	4	218088	218089	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218090:218099	4	218090	218099	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218100:218104	4	218100	218104	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218109:218110	4	218109	218110	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218113:218119	4	218113	218119	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218120:218121	4	218120	218121	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218125:218127	4	218125	218127	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218130:218131	4	218130	218131	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218132:218133	4	218132	218133	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218135:218140	4	218135	218140	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218670:218671	4	218670	218671	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218703:218704	4	218703	218704	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218706:218707	4	218706	218707	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218709:218710	4	218709	218710	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218712:218713	4	218712	218713	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218714:218715	4	218714	218715	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218742:218743	4	218742	218743	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218798:218800	4	218798	218800	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218808:218809	4	218808	218809	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218814:218815	4	218814	218815	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218826:218827	4	218826	218827	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218841:218842	4	218841	218842	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218844:218845	4	218844	218845	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218847:218848	4	218847	218848	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218853:218854	4	218853	218854	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218865:218866	4	218865	218866	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218868:218869	4	218868	218869	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218874:218875	4	218874	218875	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:218880:218881	4	218880	218881	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219053:219054	4	219053	219054	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219056:219057	4	219056	219057	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219058:219059	4	219058	219059	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219070:219074	4	219070	219074	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219076:219087	4	219076	219087	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219089:219090	4	219089	219090	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219091:219092	4	219091	219092	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219093:219096	4	219093	219096	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219097:219099	4	219097	219099	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219100:219101	4	219100	219101	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219102:219104	4	219102	219104	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219105:219106	4	219105	219106	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219110:219111	4	219110	219111	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219112:219117	4	219112	219117	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219119:219120	4	219119	219120	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219121:219123	4	219121	219123	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219126:219130	4	219126	219130	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219131:219133	4	219131	219133	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219135:219136	4	219135	219136	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219137:219139	4	219137	219139	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219140:219141	4	219140	219141	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219146:219148	4	219146	219148	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219151:219158	4	219151	219158	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219159:219160	4	219159	219160	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219162:219163	4	219162	219163	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219164:219170	4	219164	219170	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219171:219201	4	219171	219201	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219202:219203	4	219202	219203	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219204:219208	4	219204	219208	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219209:219211	4	219209	219211	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219212:219221	4	219212	219221	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219222:219223	4	219222	219223	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219229:219232	4	219229	219232	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219234:219236	4	219234	219236	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219238:219244	4	219238	219244	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219245:219249	4	219245	219249	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219251:219252	4	219251	219252	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219253:219257	4	219253	219257	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219261:219271	4	219261	219271	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219272:219273	4	219272	219273	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219274:219297	4	219274	219297	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219299:219361	4	219299	219361	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219362:219405	4	219362	219405	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219406:219414	4	219406	219414	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219416:219418	4	219416	219418	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219421:219423	4	219421	219423	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219425:219445	4	219425	219445	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219446:219487	4	219446	219487	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219488:219532	4	219488	219532	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219533:219813	4	219533	219813	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219820:219821	4	219820	219821	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:219994:219995	4	219994	219995	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221420:221453	4	221420	221453	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221454:221458	4	221454	221458	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221472:221473	4	221472	221473	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221507:221509	4	221507	221509	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221515:221524	4	221515	221524	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221525:221527	4	221525	221527	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221533:221535	4	221533	221535	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221536:221547	4	221536	221547	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221548:221550	4	221548	221550	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221551:221580	4	221551	221580	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221581:221590	4	221581	221590	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221592:221693	4	221592	221693	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221694:221713	4	221694	221713	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221717:221718	4	221717	221718	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221725:221726	4	221725	221726	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221735:221738	4	221735	221738	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221739:221741	4	221739	221741	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221742:221748	4	221742	221748	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221749:221752	4	221749	221752	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221753:221803	4	221753	221803	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221804:221842	4	221804	221842	contained	0	P3_prediction	.	.	P3	.
S0-03624	P3:4:221843:221863	4	221843	221863	contained	0	P3_prediction	.	.	P3	.
