package_id	feature_id	seqid	start1	end1	start0	end0	strand	length	flybase_name	header_md5	release	species
S1-00090	FBti0060638	2R	5115281	5115978	5115280	5115978	+	698	jockey2{}2577	bd22f6fd4b6bd5183dc9adf0d45101fe	r6.68	Dmel
S1-00090	FBti0060132	2R	5116041	5116599	5116040	5116599	-	559	INE-1{}2071	42943ed9c867cdc365641f2dbebb5553	r6.68	Dmel
S1-00090	FBti0060147	2R	5117941	5118216	5117940	5118216	-	276	INE-1{}2086	f426b6101c10a2f6c83d32ec4df0e201	r6.68	Dmel
S1-00090	FBti0061159	2R	5118503	5118823	5118502	5118823	+	321	gypsy10{}3098	bd3fdc31bf47a8d8aa42634b9c961fa5	r6.68	Dmel
S1-00090	FBti0060148	2R	5119303	5119554	5119302	5119554	-	252	INE-1{}2087	629d0cb6ceff769ec274d7ef9f2eb4df	r6.68	Dmel
S1-00090	FBti0060150	2R	5119974	5120120	5119973	5120120	+	147	INE-1{}2089	d21d82a427419aec3c77f2fd9663759a	r6.68	Dmel
S1-00090	FBti0060151	2R	5123515	5123650	5123514	5123650	+	136	INE-1{}2090	eb3baa08b5af6438b6133d3e3a0e9bba	r6.68	Dmel
S1-00090	FBti0060153	2R	5124032	5124458	5124031	5124458	+	427	INE-1{}2092	3ff88b3b466214da1531e0c3b6188e6f	r6.68	Dmel
S1-00090	FBti0060978	2R	5124882	5124998	5124881	5124998	-	117	INE-1{}2917	328d00f09d040d1c988d2f4ed77efbf1	r6.68	Dmel
S1-00090	FBti0060975	2R	5125750	5126720	5125749	5126720	-	971	1360{}2914	d8a79f6a0a307e2280da389d61658648	r6.68	Dmel
S1-00090	FBti0060583	2R	5126323	5126499	5126322	5126499	+	177	S{}2522	46360141ca7adfde796e99138959bfd8	r6.68	Dmel
S1-00090	FBti0060973	2R	5126750	5127918	5126749	5127918	-	1169	INE-1{}2912	b12b27e5e1a068c980bc3898f581f719	r6.68	Dmel
S1-00090	FBti0061108	2R	5129603	5129874	5129602	5129874	+	272	diver2{}3047	60226031a09e425756ea020bcf1624ef	r6.68	Dmel
S1-00090	FBti0060157	2R	5130390	5130442	5130389	5130442	-	53	INE-1{}2096	72c6d2012880d64d4b381b71828ea875	r6.68	Dmel
S1-00090	FBti0060939	2R	5130545	5131076	5130544	5131076	+	532	INE-1{}2878	f54ec775a1a22dece13811725fa2a482	r6.68	Dmel
S1-00090	FBti0060940	2R	5131114	5131547	5131113	5131547	+	434	INE-1{}2879	fdff146423a9207761a38199d8ef817b	r6.68	Dmel
S1-00090	FBti0060972	2R	5131610	5132318	5131609	5132318	-	709	jockey2{}2911	99bb1ac0e9b08fe770ce5b753b0dc2ee	r6.68	Dmel
S1-00090	FBti0060601	2R	5132416	5132472	5132415	5132472	+	57	1360{}2540	6f3fa2fa9bf14f3960186d377694dca1	r6.68	Dmel
S1-00090	FBti0061131	2R	5132474	5133582	5132473	5133582	+	1109	Rt1a{}3070	1b29e46b928cf051072e0a08c50c14e3	r6.68	Dmel
S1-00090	FBti0018890	2R	5134309	5135558	5134308	5135558	+	1250	Cr1a{}620	ec4f860e75d18b71722b1017691987c0	r6.68	Dmel
S1-00090	FBti0060493	2R	5134604	5134768	5134603	5134768	-	165	INE-1{}2432	e187b2d68ba875757c0735b708392114	r6.68	Dmel
S1-00090	FBti0060494	2R	5135657	5135789	5135656	5135789	+	133	INE-1{}2433	865a1fcbf4bb3b5c14e548bc25fbe2b7	r6.68	Dmel
S1-00090	FBti0060495	2R	5136107	5136491	5136106	5136491	-	385	INE-1{}2434	87c888c0c9f413810690036e0d0019dc	r6.68	Dmel
S1-00090	FBti0018982	2R	5136163	5136426	5136162	5136426	-	264	invader2{}621	67573b589c7c12498070c5c9ed2a72b4	r6.68	Dmel
S1-00090	FBti0060941	2R	5136522	5137994	5136521	5137994	+	1473	I{}2880	d5b3caaaa9ff6033d22d647a6769d3cc	r6.68	Dmel
S1-00116	FBti0063717	2R	5810069	5810462	5810068	5810462	-	394	INE-1{}5656	2f7bc901a59aeaec63d69bc5374e2f5f	r6.68	Dmel
S1-00116	FBti0063741	2R	5810229	5810265	5810228	5810265	-	37	1360{}5680	a4a0b786c9f2b5c1af07682e57e15fb4	r6.68	Dmel
S1-00028	FBti0060028	2L	22169511	22169540	22169510	22169540	+	30	1360{}1967	50cb4825c706fc5dc8c5c11c8269feab	r6.68	Dmel
S1-00028	FBti0059635	2L	22171261	22171336	22171260	22171336	+	76	Cr1a{}1574	dd877c10e2df432a43916d0943155a03	r6.68	Dmel
S1-00028	FBti0059636	2L	22171337	22172831	22171336	22172831	+	1495	Cr1a{}1575	98cd5febdbd88d9a06c25c3df182d092	r6.68	Dmel
S1-00028	FBti0060094	2L	22172944	22173259	22172943	22173259	-	316	invader1{}2033	82fdfb021e5927b86ebd2f436b3acfdb	r6.68	Dmel
S1-00028	FBti0064196	2L	22173393	22173628	22173392	22173628	-	236	INE-1{}6135	c624b8771630ef8b361f2e3cbdfd3f53	r6.68	Dmel
S1-00028	FBti0064217	2L	22174048	22174202	22174047	22174202	+	155	gypsy{}6156	2c7e21f71913f97b86b841deaba679d2	r6.68	Dmel
S1-00028	FBti0060155	2L	22174347	22174817	22174346	22174817	+	471	gypsy8{}2094	324cd334c1beaaf906a191d93dc95ccf	r6.68	Dmel
S1-00028	FBti0064197	2L	22175996	22176042	22175995	22176042	-	47	INE-1{}6136	a5561055bc0527345c6acc571864dc22	r6.68	Dmel
S1-00028	FBti0060053	2L	22176505	22177642	22176504	22177642	+	1138	Cr1a{}1992	3c75757080a949cbc5d8c099590f9e7c	r6.68	Dmel
S1-00028	FBti0019854	2L	22176729	22176957	22176728	22176957	+	229	jockey2{}535	29dc37fa1deb0c08595ad40d5a37688c	r6.68	Dmel
S1-00028	FBti0064198	2L	22177248	22177393	22177247	22177393	-	146	INE-1{}6137	1b1369436a01214745a9ce9489f76ab8	r6.68	Dmel
S1-00028	FBti0064199	2L	22177702	22177823	22177701	22177823	+	122	INE-1{}6138	9f9eea5adc2609efe16985254680a08b	r6.68	Dmel
S1-00028	FBti0060159	2L	22177848	22178025	22177847	22178025	-	178	ninja-Dsim-like{}2098	bbfd51267f3f7455428aa22bb2653e6c	r6.68	Dmel
S1-00028	FBti0064200	2L	22178788	22179160	22178787	22179160	+	373	INE-1{}6139	95a3428da6639513fe6cc7655a845f40	r6.68	Dmel
S1-00028	FBti0019248	2L	22180593	22180962	22180592	22180962	+	370	R1A1{}536	5a3a9cc68cd83c896afd2c46e3e4ea51	r6.68	Dmel
S1-00028	FBti0019249	2L	22182157	22182648	22182156	22182648	+	492	Idefix{}537	7008e82381288b28c453389b5f5aa136	r6.68	Dmel
S1-00028	FBti0060059	2L	22184145	22185970	22184144	22185970	+	1826	flea{}1998	040c115d968f35cd59b5251a136ed722	r6.68	Dmel
S1-00031	FBti0019252	2L	22218277	22227311	22218276	22227311	+	9035	G3{}546	f5d29eb2a63727e0ecaa9ba96afc008c	r6.68	Dmel
S1-00031	FBti0059695	2L	22218310	22224478	22218309	22224478	+	6169	Rt1c{}1634	369bcaef24e0e61f657a0a2f6b9da415	r6.68	Dmel
S1-00031	FBti0019857	2L	22218474	22220919	22218473	22220919	-	2446	1360{}542	405596c110e8bbbb45e57f4c3d1710f2	r6.68	Dmel
S1-00031	FBti0019858	2L	22219233	22219578	22219232	22219578	-	346	invader4{}543	e242a67d072615cff98ff9b736278768	r6.68	Dmel
S1-00031	FBti0019860	2L	22224744	22225070	22224743	22225070	+	327	G5{}545	a3e0929828b2c263997227a5d74ff457	r6.68	Dmel
S1-00031	FBti0060356	2L	22228795	22238986	22228794	22238986	+	10192	diver2{}2295	77295377fa6506597cf601b739189535	r6.68	Dmel
S1-00031	FBti0059640	2L	22229059	22238529	22229058	22238529	-	9471	transib4{}1579	29c9daf0d0d7a94885b2981672d67486	r6.68	Dmel
S1-00031	FBti0064228	2L	22238580	22238620	22238579	22238620	+	41	diver{}6167	d7040c99a3309608ddd2a5847fa981a7	r6.68	Dmel
S1-00031	FBti0064117	2L	22241337	22241757	22241336	22241757	+	421	jockey{}6056	47e2390cba85301d96125cf05229922b	r6.68	Dmel
S1-00031	FBti0064214	2L	22241899	22242143	22241898	22242143	+	245	INE-1{}6153	cbba8d6acd485273a0f6ffc031d3d71c	r6.68	Dmel
S1-00031	FBti0064218	2L	22245276	22245380	22245275	22245380	-	105	gypsy{}6157	3d921e812b836116d00cfec228ade5ca	r6.68	Dmel
S1-00031	FBti0060097	2L	22245573	22245836	22245572	22245836	+	264	invader1{}2036	e7608fd83235b884e91f41151fdca27c	r6.68	Dmel
S1-00031	FBti0060126	2L	22246056	22246147	22246055	22246147	-	92	R1A1{}2065	12c16302c643668dc485963008145ac9	r6.68	Dmel
S1-00171	FBti0062135	3L	23394226	23394590	23394225	23394590	+	365	INE-1{}4074	85aca56efb5b5f48d41c43530a97cbd6	r6.68	Dmel
S1-00171	FBti0062157	3L	23394687	23394785	23394686	23394785	+	99	INE-1{}4096	6531112a36d529e59833fc8000f5752e	r6.68	Dmel
S1-00171	FBti0063317	3L	23394991	23395109	23394990	23395109	-	119	gypsy4{}5256	184cb682b06e72a41ad3ce160c91e58a	r6.68	Dmel
S1-00171	FBti0062637	3L	23395370	23395429	23395369	23395429	+	60	INE-1{}4576	5fb75973983e51436f96ddb37c850124	r6.68	Dmel
S1-00171	FBti0062664	3L	23396064	23397841	23396063	23397841	-	1778	F{}4603	e2c74f39041ed2d7fb82bc64b791dda7	r6.68	Dmel
S1-00171	FBti0020256	3L	23397950	23398233	23397949	23398233	+	284	Stalker{}1145	6ac2d35d132637023d2bd3168fede0dd	r6.68	Dmel
S1-00171	FBti0020255	3L	23398316	23399884	23398315	23399884	-	1569	Rt1b{}1144	b7bc577aa306343f35b33932bd399a0d	r6.68	Dmel
S1-00171	FBti0020254	3L	23399885	23400157	23399884	23400157	+	273	R1A1{}1143	2584d3dd48e828424ccd0deaebce0280	r6.68	Dmel
S1-00171	FBti0062639	3L	23400643	23400702	23400642	23400702	+	60	INE-1{}4578	d99732c4627615ceea66837ea84f2044	r6.68	Dmel
S1-00171	FBti0062640	3L	23400748	23400836	23400747	23400836	-	89	INE-1{}4579	6d6f4de344aab97a4682c294c6b6956d	r6.68	Dmel
S1-00171	FBti0063228	3L	23402625	23403082	23402624	23403082	-	458	Cr1a{}5167	2cbe2e5ab0e8eca40058f54917170f4f	r6.68	Dmel
S1-00171	FBti0062158	3L	23403127	23425849	23403126	23425849	-	22723	Stalker4{}4097	52562d65ca9dd4e7316b885acd5d56ef	r6.68	Dmel
S1-00171	FBti0020253	3L	23403217	23404535	23403216	23404535	-	1319	Cr1a{}1142	e9666808b5f4b4d7f21da0ad16423e5d	r6.68	Dmel
S1-00171	FBti0020252	3L	23404576	23404814	23404575	23404814	+	239	Stalker{}1141	e01fd2374b19434e1010187a3cfda0b3	r6.68	Dmel
S1-00171	FBti0020251	3L	23404854	23418023	23404853	23418023	+	13170	antonia{}1140	cf5214bcd9207a5a1c0e8ca3d7d101ac	r6.68	Dmel
S1-00171	FBti0059780	3L	23407467	23412593	23407466	23412593	+	5127	diver2{}1719	fb2886778a14775debd853934c1ca500	r6.68	Dmel
S1-00171	FBti0020249	3L	23410459	23411681	23410458	23411681	+	1223	1360{}1138	ac164d86c671c2cdf4af42c9f20a09d1	r6.68	Dmel
S1-00171	FBti0063200	3L	23415943	23416457	23415942	23416457	+	515	1360{}5139	3022f9b64d15d6a70636c0bf436562ef	r6.68	Dmel
S1-00171	FBti0062691	3L	23416813	23417080	23416812	23417080	+	268	diver{}4630	90c9545d82c426f9b0f87620388ce306	r6.68	Dmel
S1-00171	FBti0020247	3L	23418328	23421922	23418327	23421922	+	3595	invader1{}1136	430398411107c2cfd740eadc2acb10b7	r6.68	Dmel
S1-00171	FBti0063806	3L	23418873	23420560	23418872	23420560	+	1688	micropia{}5745	d75671bd1dfa1cf099f6add6f9ab9f0f	r6.68	Dmel
S1-00171	FBti0063297	3L	23419776	23420063	23419775	23420063	+	288	invader6{}5236	c02eebe03bc2777b233f69a9ae7bf187	r6.68	Dmel
S1-00171	FBti0020246	3L	23422294	23425847	23422293	23425847	-	3554	Stalker{}1135	62baff05b56a3a1966819664e511ab92	r6.68	Dmel
S1-00171	FBti0059677	3L	23425985	23426127	23425984	23426127	+	143	Rt1c{}1616	0e6924966de30c94ec150606b455ae11	r6.68	Dmel
S1-00171	FBti0063311	3L	23427016	23427067	23427015	23427067	+	52	diver2{}5250	48a5579fff32ea35ee7b14507d5f866c	r6.68	Dmel
S1-00171	FBti0062641	3L	23428648	23428810	23428647	23428810	+	163	INE-1{}4580	439eec6b84fda4a9e1675417b6d94994	r6.68	Dmel
S1-00171	FBti0059634	3L	23429556	23432055	23429555	23432055	+	2500	Rt1c{}1573	03ad96adfddb96cc4024ddc4a2b01cd8	r6.68	Dmel
S1-00171	FBti0059858	3L	23432062	23432160	23432061	23432160	-	99	Rt1c{}1797	90926b5b18362cbdf7cdf539cb2de47f	r6.68	Dmel
S1-00171	FBti0059924	3L	23432161	23433796	23432160	23433796	+	1636	Porto1{}1863	71269a474cf5a59de6ea4c478f15de33	r6.68	Dmel
S1-00171	FBti0063941	3L	23434752	23435522	23434751	23435522	+	771	BS3{}5880	8edb435121ac8e3c0f968d69bde323f0	r6.68	Dmel
S1-00171	FBti0063832	3L	23435650	23436122	23435649	23436122	+	473	INE-1{}5771	aa745f51b83340464cc7f75c0411da76	r6.68	Dmel
S1-00260	FBti0063538	4	1265878	1266322	1265877	1266322	+	445	Cr1a{}5477	b541a2a05ae9159c2367edd4e9264ba6	r6.68	Dmel
S1-00260	FBti0062111	4	1266559	1267388	1266558	1267388	+	830	antonia{}4050	682f884cbea4eb017b6098157c43ced4	r6.68	Dmel
S1-00260	FBti0063540	4	1267635	1268792	1267634	1268792	-	1158	1360{}5479	69a62389c799dc2188b0e4bae2ea4fff	r6.68	Dmel
S1-00260	FBti0062633	4	1268793	1269160	1268792	1269160	-	368	Cr1a{}4572	c6af3b32bc40a96c669a1f664088f19c	r6.68	Dmel
S1-00260	FBti0062112	4	1269212	1269359	1269211	1269359	-	148	antonia{}4051	4e56f20470b1fdc00016ef9fd41abd2f	r6.68	Dmel
S1-00260	FBti0062660	4	1269839	1270071	1269838	1270071	-	233	gypsy7{}4599	e194b5c9b9fa59e6f6b70b4573b103bc	r6.68	Dmel
S1-00260	FBti0062068	4	1270253	1270622	1270252	1270622	+	370	INE-1{}4007	9ddfc7bad5827fa15ceca11f2f39c370	r6.68	Dmel
S1-00260	FBti0114507	4	1272114	1272133	1272113	1272133	-	20	HeT-A{}6281	d423e2b37adf1ac259b5b0881e184745	r6.68	Dmel
S1-00260	FBti0062662	4	1272188	1272496	1272187	1272496	-	309	TART-A{}4601	c7e4d70f4f8e856b7b987e12e3978bb3	r6.68	Dmel
S1-00260	FBti0114508	4	1272497	1272539	1272496	1272539	-	43	HeT-A{}6282	fba9aa2a177291005892ec60100b98b1	r6.68	Dmel
S1-00260	FBti0063539	4	1272540	1272856	1272539	1272856	-	317	ninja-Dsim-like{}5478	cecba8178bd1192729a7e648f12531ce	r6.68	Dmel
S1-00260	FBti0020450	4	1272857	1273949	1272856	1273949	-	1093	Cr1a{}1569	5b4e5a31e1f481d97b6d0707409d28b4	r6.68	Dmel
S1-00260	FBti0062677	4	1273946	1274055	1273945	1274055	-	110	HeT-A{}4616	37807d2310f9b044640b1e8fc5d2c44a	r6.68	Dmel
S1-00260	FBti0020449	4	1274056	1274133	1274055	1274133	-	78	HeT-Tag{}1568	932e1eb20bec7662f0f9130c367ccc91	r6.68	Dmel
S1-00260	FBti0020448	4	1274141	1274608	1274140	1274608	-	468	TART-B{}1567	0f11b45789e36bcdb8a8dab2f736a32e	r6.68	Dmel
S1-00260	FBti0102123	4	1274609	1274637	1274608	1274637	-	29	HeT-Tag{}6280	ff60fb82acd6f73092324b80d59533e6	r6.68	Dmel
S1-00260	FBti0059746	4	1274638	1277576	1274637	1277576	-	2939	HeT-A{}1685	5c9d69430ae974c3ad56433d13565d8d	r6.68	Dmel
S1-00260	FBti0020446	4	1274783	1276990	1274782	1276990	+	2208	1360{}1565	78a153aa34c780fcc54a5b168bdbf467	r6.68	Dmel
S1-00260	FBti0062167	4	1275635	1276728	1275634	1276728	-	1094	1360{}4106	d632e6c8adc72ea37009a48b910d7676	r6.68	Dmel
S1-00260	FBti0062678	4	1277577	1278360	1277576	1278360	-	784	HeT-A{}4617	f1b47cee1b8ed47b5a1dd7893972279c	r6.68	Dmel
S1-00260	FBti0114509	4	1278361	1278379	1278360	1278379	-	19	HeT-Tag{}6283	8512687ee4e0ffd68f683bd3f2108f51	r6.68	Dmel
S1-00260	FBti0114510	4	1278380	1278393	1278379	1278393	-	14	HeT-Tag{}6284	6ce9ce70694f6a4fe2584f07b3976dca	r6.68	Dmel
S1-00260	FBti0114511	4	1278394	1278405	1278393	1278405	-	12	HeT-Tag{}6285	f706519e49ab5ea8c59ed62308cc99d1	r6.68	Dmel
S1-00260	FBti0102122	4	1278406	1278429	1278405	1278429	-	24	HeT-Tag{}6279	d4c2dc92168ff7f00fac960a71d10ee3	r6.68	Dmel
S1-00260	FBti0102121	4	1278430	1281474	1278429	1281474	-	3045	HeT-A{}6278	16d350d93c91c7056cfa42c16f2035db	r6.68	Dmel
S1-00260	FBti0102120	4	1281475	1282539	1281474	1282539	-	1065	HeT-A{}6277	d53f57599d614e26c21494751bc490c2	r6.68	Dmel
S1-00260	FBti0102119	4	1282540	1288109	1282539	1288109	-	5570	HeT-A{}6276	15d7067ea6ba8f07577618152e05c4fd	r6.68	Dmel
S0-00118	FBti0064280	2L	10676361	10676397	10676360	10676397	+	37	INE-1{}6219	9316e49140eaacc332cea878017bbd72	r6.68	Dmel
S0-00118	FBti0064281	2L	10683188	10683243	10683187	10683243	+	56	INE-1{}6220	434e23adb1ae6297de1b959f41e87bc8	r6.68	Dmel
S0-00359	FBti0019213	2L	20568708	20569043	20568707	20569043	-	336	X{}471	a543c38df080b3382799260a60032b1b	r6.68	Dmel
S0-00359	FBti0063318	2L	20576033	20576098	20576032	20576098	-	66	INE-1{}5257	7f64a6c7790bb8e52abc4cc7b7c41fa2	r6.68	Dmel
S0-00359	FBti0019214	2L	20576274	20583684	20576273	20583684	+	7411	blood{}472	759433f1d7afd87ebf2e03ae131196b8	r6.68	Dmel
S0-00610	FBti0063626	2L	21938574	21938643	21938573	21938643	+	70	INE-1{}5565	139951e5b0ad4629f996c05074cb1332	r6.68	Dmel
S0-00610	FBti0063627	2L	21940251	21940492	21940250	21940492	+	242	INE-1{}5566	8d4fa03415e982284d69ea15d61cf64c	r6.68	Dmel
S0-00610	FBti0063628	2L	21942111	21942371	21942110	21942371	+	261	INE-1{}5567	f52d57778da8996c60df34ba52f182ac	r6.68	Dmel
S0-00610	FBti0063629	2L	21942470	21942556	21942469	21942556	-	87	INE-1{}5568	04fdacbcccbeacd25e794abbbd833074	r6.68	Dmel
S0-00610	FBti0063630	2L	21944045	21944229	21944044	21944229	-	185	INE-1{}5569	a07e165f13fbf3132695cc82a5b39a32	r6.68	Dmel
S0-00610	FBti0063631	2L	21946660	21946698	21946659	21946698	+	39	INE-1{}5570	f36e97c4604d1873b10924c2593034d3	r6.68	Dmel
S0-00610	FBti0063643	2L	21947554	21947609	21947553	21947609	+	56	INE-1{}5582	449b0954f9fe945b5ee3a1d6449d5491	r6.68	Dmel
S0-00610	FBti0063644	2L	21949789	21949826	21949788	21949826	-	38	INE-1{}5583	b22f460e47df001704356c51daca7006	r6.68	Dmel
S0-00610	FBti0063645	2L	21950582	21950657	21950581	21950657	+	76	INE-1{}5584	de9e85f1b8e9220291bc778391ae20ef	r6.68	Dmel
S0-00610	FBti0063646	2L	21954137	21954200	21954136	21954200	+	64	INE-1{}5585	1a90a8f0e08dcf74923f11739c6f17bd	r6.68	Dmel
S0-01574	FBti0063684	2R	5771090	5771448	5771089	5771448	-	359	INE-1{}5623	75a7794f7a3e71ccb4c51f897364abd5	r6.68	Dmel
S0-01574	FBti0063685	2R	5773609	5773811	5773608	5773811	+	203	INE-1{}5624	629e13db12f3ef11aa1408e84c2c4aac	r6.68	Dmel
S0-01574	FBti0063686	2R	5776656	5776711	5776655	5776711	-	56	INE-1{}5625	f8bd6558f5450a401099dc57fbb0b78e	r6.68	Dmel
S0-01574	FBti0063687	2R	5778803	5778967	5778802	5778967	-	165	INE-1{}5626	b9171e69bf0384a1bcd5aef3ca011203	r6.68	Dmel
S0-01574	FBti0063696	2R	5778968	5779020	5778967	5779020	-	53	INE-1{}5635	0721c8bdbe401241ad7c9cc861f27666	r6.68	Dmel
S0-01574	FBti0063698	2R	5779798	5779844	5779797	5779844	+	47	INE-1{}5637	d41509b6360d71b27b3aef7ccdacc430	r6.68	Dmel
S0-01574	FBti0063701	2R	5780198	5780584	5780197	5780584	+	387	INE-1{}5640	b378b19ea417a99ff841442c0af21d25	r6.68	Dmel
S0-01574	FBti0063703	2R	5781260	5781383	5781259	5781383	-	124	INE-1{}5642	e7a284c25d3aeccec080105dd19a5caa	r6.68	Dmel
S0-01574	FBti0063704	2R	5783086	5783334	5783085	5783334	+	249	INE-1{}5643	6097ed143a1b3549034d4620417121d1	r6.68	Dmel
S0-01574	FBti0061486	2R	5784616	5785717	5784615	5785717	+	1102	gypsy12{}3425	362c72370f03f515d68bef5c73aa3899	r6.68	Dmel
S0-01574	FBti0063705	2R	5785937	5786536	5785936	5786536	-	600	INE-1{}5644	23cf8e2956bfdfd4f27d27bb023ff1ce	r6.68	Dmel
S0-01590	FBti0018958	2R	5869331	5874349	5869330	5874349	+	5019	flea{}704	1871712a1e0c7a6cfec5ce2046d17d35	r6.68	Dmel
S0-01590	FBti0063819	2R	5878512	5878566	5878511	5878566	-	55	INE-1{}5758	14ddb5cb8bd0221ac05e36c4858ccb15	r6.68	Dmel
S0-01590	FBti0063821	2R	5878650	5878856	5878649	5878856	+	207	INE-1{}5760	40887e51235a5f79ca33900852787ef7	r6.68	Dmel
S0-01590	FBti0063822	2R	5883643	5883815	5883642	5883815	-	173	INE-1{}5761	c39bc5bbb8e068977a991fe6cd1116a5	r6.68	Dmel
S0-01699	FBti0060293	2R	6570445	6570634	6570444	6570634	+	190	INE-1{}2232	8c56a6ebacd7cbe6db57ce5307d0f74b	r6.68	Dmel
S0-01699	FBti0060407	2R	6579469	6579515	6579468	6579515	-	47	INE-1{}2346	ae58e1dbe6e6e4b7f7f98aaa12bd3e0c	r6.68	Dmel
S0-01699	FBti0060408	2R	6579687	6579719	6579686	6579719	+	33	INE-1{}2347	a379f4b3c3c6a9ca5202a2d6eb5a7f48	r6.68	Dmel
S0-01699	FBti0018959	2R	6579828	6584856	6579827	6584856	+	5029	flea{}756	8700ab50457c716111db8783d181014c	r6.68	Dmel
S0-01726	FBti0018914	2R	7196627	7201336	7196626	7201336	-	4710	F{}763	69e580707e100880b954ff5c07c93edf	r6.68	Dmel
S0-01726	FBti0061091	2R	7209778	7209843	7209777	7209843	+	66	INE-1{}3030	343e8e3e36ead19ed3f3b88ac8b4759e	r6.68	Dmel
S0-01726	FBti0019015	2R	7209896	7217585	7209895	7217585	-	7690	roo{}764	844f7ced4af1deb11465c4a206e4e58e	r6.68	Dmel
S0-01897	FBti0062616	2R	16840452	16840489	16840451	16840489	-	38	INE-1{}4555	d3369c79373cc1f51927592b5e9938bb	r6.68	Dmel
S0-02385	FBti0060232	3L	22083478	22083532	22083477	22083532	+	55	INE-1{}2171	17263498bce135bb36e1c6a45d357e10	r6.68	Dmel
S0-02385	FBti0020200	3L	22086072	22086318	22086071	22086318	-	247	Idefix{}1089	9f866a4f7ada271b34224eb346a63840	r6.68	Dmel
S0-02385	FBti0060234	3L	22089275	22089413	22089274	22089413	+	139	INE-1{}2173	b755444522883ff6f9cc8ed9c04495df	r6.68	Dmel
S0-03147	FBti0063108	3R	4831512	4831662	4831511	4831662	+	151	INE-1{}5047	99a4855fc1f4daeb98f42ede6a956b13	r6.68	Dmel
S0-03147	FBti0019297	3R	4831878	4833011	4831877	4833011	-	1134	Tc1{}1211	464107d4fa365c9f845a8095abea1ea2	r6.68	Dmel
S0-03147	FBti0063109	3R	4838307	4838368	4838306	4838368	+	62	INE-1{}5048	f1c37a27649dd7a0a244aac1ddeedff7	r6.68	Dmel
S0-03147	FBti0063112	3R	4844208	4844322	4844207	4844322	-	115	INE-1{}5051	63479730c38d13345d45ac7cc70fb4a3	r6.68	Dmel
S0-03147	FBti0063114	3R	4844323	4844463	4844322	4844463	+	141	INE-1{}5053	f2b5ad824a13f14c2f8c04054772c93d	r6.68	Dmel
S0-03198	FBti0063792	3R	6040615	6040677	6040614	6040677	+	63	INE-1{}5731	a267f24d510c1475a5dc56f7232c8763	r6.68	Dmel
S0-03220	FBti0063927	3R	6706021	6706058	6706020	6706058	-	38	INE-1{}5866	c9d35809b9d255dc89fac96f822989f1	r6.68	Dmel
