idx	species	label	label_name	cluster	rep_name
121	mouse	2	LINE	2	L1MdV_III
122	mouse	2	LINE	2	L1MdGf_II
123	mouse	3	LTR	3	RLTR1D
124	mouse	2	LINE	2	L1_Mur1
125	mouse	1	SINE	1	B4
126	mouse	2	LINE	2	L1MdA_VI
127	mouse	2	LINE	2	Lx10
128	mouse	2	LINE	2	L1MdMus_I
129	mouse	2	LINE	2	L1_Mur3
130	mouse	2	LINE	2	L1MdV_III
131	mouse	4	DNA	0	URR1A
132	mouse	3	LTR	3	ORR1D2
133	mouse	4	DNA	0	Tigger17d
134	mouse	4	DNA	0	URR1A
135	mouse	4	DNA	0	URR1A
136	mouse	1	SINE	1	B4A
137	mouse	3	LTR	3	MMERVK9C_I
138	mouse	4	DNA	0	Charlie1
139	mouse	2	LINE	0	L1M5
140	mouse	2	LINE	2	L1MdN_I
141	mouse	2	LINE	0	L1MdA_I
142	mouse	1	SINE	1	B2_Mm2
143	mouse	4	DNA	0	MER3
144	mouse	1	SINE	1	B3
145	mouse	1	SINE	1	RSINE1
146	mouse	2	LINE	2	Lx2
147	mouse	1	SINE	1	ID_B1
148	mouse	1	SINE	1	RSINE1
149	mouse	1	SINE	1	B1F
150	mouse	2	LINE	1	L1MdV_I
151	mouse	4	DNA	0	Tigger5b_Glire
152	mouse	4	DNA	0	URR1B
153	mouse	3	LTR	3	RMER17A2
154	mouse	1	SINE	1	B1_Mus2
155	mouse	2	LINE	2	L1MdF_IV
156	mouse	3	LTR	3	ERVB7_1-LTR_MM
157	mouse	2	LINE	2	Lx4B
158	mouse	2	LINE	2	L1MdFanc_I
159	mouse	3	LTR	3	RLTR45-int
160	mouse	1	SINE	1	MIRc
161	mouse	2	LINE	2	L1Lx_III
162	mouse	4	DNA	0	MER2
163	mouse	1	SINE	1	RSINE1
164	mouse	4	DNA	0	Tigger5a_Glire
165	mouse	3	LTR	3	RMER1B
166	mouse	1	SINE	1	B3
167	mouse	3	LTR	3	RLTR45-int
168	mouse	4	DNA	0	Charlie2b
169	mouse	3	LTR	3	MER74B
170	mouse	4	DNA	0	Tigger18a
171	mouse	1	SINE	1	B3
172	mouse	4	DNA	0	MER2
173	mouse	1	SINE	1	B4
174	mouse	2	LINE	2	L1MB3
175	mouse	2	LINE	2	L1MdF_IV
176	mouse	3	LTR	3	RMER1A
177	mouse	4	DNA	3	Charlie1a
178	mouse	2	LINE	2	L1MdFanc_I
179	mouse	1	SINE	1	B1_Mus1
180	mouse	1	SINE	1	B3
181	mouse	4	DNA	0	URR1A
182	mouse	3	LTR	3	ERVB7_3-LTR_MM
183	mouse	2	LINE	2	L1Lx_III
184	mouse	2	LINE	2	Lx8b
185	mouse	4	DNA	0	Charlie29a
186	mouse	1	SINE	1	B3A
187	mouse	1	SINE	1	MIRb
188	mouse	4	DNA	0	URR1B
189	mouse	4	DNA	3	MER5B
190	mouse	4	DNA	0	Charlie7a
191	mouse	4	DNA	0	URR1A
192	mouse	4	DNA	0	MER2
193	mouse	1	SINE	1	B3
194	mouse	4	DNA	0	URR1B
195	mouse	2	LINE	2	L1_Rod
196	mouse	3	LTR	3	MTC
197	mouse	1	SINE	1	PB1D7
198	mouse	3	LTR	3	ERVB4_1B-I_MM
199	mouse	3	LTR	3	RLTR14
200	mouse	1	SINE	1	B1F2
201	mouse	1	SINE	1	B2_Mm1t
202	mouse	4	DNA	0	RCHARR1
203	mouse	1	SINE	1	B1_Mus2
204	mouse	2	LINE	2	Lx2
205	mouse	3	LTR	3	RLTR10D
206	mouse	4	DNA	0	Tigger1
207	mouse	3	LTR	3	RLTR20B3
208	mouse	1	SINE	1	B1_Mus1
209	mouse	2	LINE	2	Lx8
210	mouse	1	SINE	1	B2_Mm2
211	mouse	4	DNA	0	Charlie2b
212	mouse	1	SINE	1	B4A
213	mouse	2	LINE	2	L1_Rod
214	mouse	2	LINE	2	Lx8
215	mouse	1	SINE	1	B3
216	mouse	4	DNA	0	Charlie1a
217	mouse	1	SINE	2	B1F
218	mouse	2	LINE	2	L1MdF_IV
219	mouse	1	SINE	1	B4
220	mouse	4	DNA	0	URR1B
221	mouse	3	LTR	3	RLTR45-int
222	mouse	2	LINE	2	Lx9
223	mouse	1	SINE	1	B4A
224	mouse	3	LTR	3	RLTR10C
225	mouse	3	LTR	3	BGLII_C
226	mouse	3	LTR	3	IAPLTR1a_Mm
227	mouse	4	DNA	0	MER2
228	mouse	2	LINE	2	L1MdFanc_I
229	mouse	4	DNA	0	URR1A
230	mouse	3	LTR	3	MLT1B
231	mouse	1	SINE	3	B2_Mm2
232	mouse	4	DNA	0	MER46C
233	mouse	1	SINE	1	RSINE1
234	mouse	3	LTR	0	RLTR45-int
235	mouse	1	SINE	1	B4A
236	mouse	3	LTR	3	MLT1F
237	mouse	2	LINE	2	L1_Rod
238	mouse	1	SINE	1	B3
239	mouse	3	LTR	3	ERVB4_2-LTR_MM
240	mouse	4	DNA	0	Charlie12_Rodent
241	mouse	1	SINE	1	B3A
242	mouse	4	DNA	0	MER2
243	mouse	3	LTR	3	ORR1F
244	mouse	2	LINE	2	Lx10
245	mouse	4	DNA	0	MER2
246	mouse	4	DNA	0	Tigger9b
247	mouse	2	LINE	2	L1MB4
248	mouse	1	SINE	1	B1_Mus1
249	mouse	2	LINE	2	Lx8
250	mouse	2	LINE	2	L1_Rod
251	mouse	3	LTR	3	MTD
252	mouse	4	DNA	0	Charlie2b
253	mouse	1	SINE	1	B4
254	mouse	4	DNA	0	MER33
255	mouse	1	SINE	1	B3
256	mouse	4	DNA	2	Charlie29a
257	mouse	2	LINE	2	Lx8
258	mouse	3	LTR	3	MLT1C
259	mouse	4	DNA	0	URR1B
260	mouse	3	LTR	3	MTEa
261	mouse	4	DNA	0	MER2
262	mouse	4	DNA	0	URR1A
263	mouse	4	DNA	0	MER3
264	mouse	3	LTR	3	ERVB4_2-LTR_MM
265	mouse	3	LTR	3	RLTR9A3
266	mouse	2	LINE	2	L1MdF_II
267	mouse	4	DNA	0	Zaphod
268	mouse	2	LINE	0	L1_Rod
269	mouse	2	LINE	2	L1Lx_I
270	mouse	1	SINE	2	B3A
271	mouse	3	LTR	3	MLT1A1
272	mouse	4	DNA	0	URR1B
273	mouse	1	SINE	1	ID_B1
274	mouse	2	LINE	2	L1_Rod
275	mouse	4	DNA	0	Tigger16a
276	mouse	1	SINE	1	B1_Mur2
277	mouse	1	SINE	1	B1F
278	mouse	4	DNA	0	MER5A
279	mouse	4	DNA	0	URR1B
280	mouse	3	LTR	0	RLTR20B4_MM
281	mouse	4	DNA	0	MER106B
282	mouse	2	LINE	1	Lx8
283	mouse	3	LTR	3	RMER15
284	mouse	1	SINE	0	MIR
285	mouse	4	DNA	0	MER2
286	mouse	1	SINE	1	B4A
287	mouse	3	LTR	3	RLTR13G
288	mouse	1	SINE	1	B4A
289	mouse	1	SINE	1	MIRc
290	mouse	1	SINE	1	B1_Mm
291	mouse	1	SINE	1	B4A
292	mouse	3	LTR	1	RMER1B
293	mouse	2	LINE	2	Lx2
294	mouse	3	LTR	2	RMER16-int
295	mouse	2	LINE	2	L1MdGf_II
296	mouse	3	LTR	3	ORR1G
297	mouse	4	DNA	0	MER2
298	mouse	1	SINE	1	B1_Mm
299	mouse	2	LINE	2	L1_Rod
300	mouse	2	LINE	2	L1MC4
301	mouse	2	LINE	2	Lx8
302	mouse	3	LTR	0	RLTR26B_MM
303	mouse	4	DNA	0	Tigger19b
304	mouse	2	LINE	2	L1MdFanc_I
305	mouse	2	LINE	2	Lx9
306	mouse	2	LINE	2	Lx9
307	mouse	2	LINE	2	Lx8
308	mouse	4	DNA	0	RCHARR1
309	mouse	1	SINE	0	MIRc
310	mouse	2	LINE	2	L1MdA_III
311	mouse	4	DNA	0	URR1B
312	mouse	2	LINE	2	L1MdF_I
313	mouse	3	LTR	3	IAPEy-int
314	mouse	3	LTR	3	RLTR45
315	mouse	4	DNA	0	MER53
316	mouse	2	LINE	2	L1MdV_III
317	mouse	3	LTR	3	ORR1E
318	mouse	3	LTR	3	RLTR9A3B
319	mouse	3	LTR	3	MLT1A1
320	mouse	3	LTR	3	RLTR17B_Mm
321	mouse	1	SINE	1	B3A
322	mouse	4	DNA	0	MER5B
323	mouse	1	SINE	1	ID_B1
324	mouse	2	LINE	0	L1MdA_II
325	mouse	3	LTR	0	RMER16-int
326	mouse	1	SINE	1	MIRb
327	mouse	2	LINE	2	L1MdF_III
328	mouse	3	LTR	3	RLTR9D2
329	mouse	1	SINE	1	B2_Mm2
330	mouse	1	SINE	2	B3
331	mouse	2	LINE	2	L1MdA_VI
332	mouse	1	SINE	1	B1F1
333	mouse	1	SINE	1	B4A
334	mouse	3	LTR	3	IAPEy-int
335	mouse	2	LINE	2	L1MdF_III
336	mouse	4	DNA	0	Charlie1a
337	mouse	3	LTR	3	RLTRETN_Mm
338	mouse	2	LINE	2	Lx2
339	mouse	1	SINE	1	B2_Mm2
340	mouse	3	LTR	3	ORR1B1
341	mouse	3	LTR	3	MTC
342	mouse	2	LINE	2	L4_C_Mam
343	mouse	2	LINE	2	Lx2
344	mouse	1	SINE	1	B1F1
345	mouse	3	LTR	3	ERVB7_3-LTR_MM
346	mouse	3	LTR	3	MMERVK9E_I
347	mouse	2	LINE	2	L1MB7
348	mouse	1	SINE	1	B1_Mus1
349	mouse	4	DNA	0	MER2
350	mouse	1	SINE	1	B2_Mm2
351	mouse	1	SINE	1	B3
352	mouse	1	SINE	1	B3
353	mouse	4	DNA	3	Charlie9
354	mouse	3	LTR	3	MTEb
355	mouse	2	LINE	2	Lx9
356	mouse	1	SINE	1	B4
357	mouse	2	LINE	2	L1MdV_I
358	mouse	3	LTR	3	RLTR20B3
359	mouse	3	LTR	1	MTC
360	mouse	4	DNA	0	Tigger5b_Glire
361	mouse	3	LTR	3	RLTR45-int
362	mouse	2	LINE	2	L1_Mur2
363	mouse	1	SINE	1	B3
364	mouse	4	DNA	0	MER5B
365	mouse	1	SINE	1	B2_Mm2
366	mouse	3	LTR	3	ETnERV-int
367	mouse	4	DNA	0	URR1A
368	mouse	1	SINE	3	B3A
369	mouse	3	LTR	3	RLTRETN_Mm
370	mouse	4	DNA	0	MER2
371	mouse	2	LINE	2	L1_Mur1
372	mouse	2	LINE	0	L1MdF_III
373	mouse	2	LINE	2	L1MdFanc_I
374	mouse	3	LTR	3	ORR1F
375	mouse	4	DNA	0	Charlie5
376	mouse	3	LTR	3	RMER12C
377	mouse	4	DNA	0	MER2
378	mouse	1	SINE	1	B1F
379	mouse	2	LINE	2	L1_Rod
380	mouse	2	LINE	2	L1MB4
381	mouse	4	DNA	0	URR1B
382	mouse	3	LTR	1	MTD
383	mouse	2	LINE	2	L1MdFanc_I
384	mouse	2	LINE	2	L1MdV_I
385	mouse	3	LTR	0	ETnERV2-int
386	mouse	3	LTR	3	ETnERV2-int
387	mouse	1	SINE	1	B1_Mm
388	mouse	4	DNA	0	MER121
389	mouse	3	LTR	3	ERVB7_1-LTR_MM
390	mouse	2	LINE	2	L1M3d
391	mouse	4	DNA	3	MER5A
392	mouse	2	LINE	2	L1_Rod
393	mouse	4	DNA	0	Looper
394	mouse	1	SINE	1	B1_Mm
395	mouse	3	LTR	3	ORR1B1
396	mouse	2	LINE	2	L1_Mur2
397	mouse	3	LTR	3	MLT1F
398	mouse	2	LINE	2	Lx2
399	mouse	2	LINE	2	Lx10
400	mouse	2	LINE	2	Lx4A
401	mouse	3	LTR	3	ORR1E
402	mouse	2	LINE	2	L1_Mur2
403	mouse	3	LTR	3	IAPEy-int
404	mouse	2	LINE	2	L1_Rod
405	mouse	4	DNA	0	RCHARR1
406	mouse	1	SINE	1	B1_Mus2
407	mouse	3	LTR	3	RLTR25A
408	mouse	4	DNA	0	MER2
409	mouse	3	LTR	3	RMER17A
410	mouse	4	DNA	0	MER2
411	mouse	3	LTR	3	MTD
412	mouse	4	DNA	0	MER20
413	mouse	2	LINE	2	L1Lx_I
414	mouse	2	LINE	2	L1MdA_III
415	mouse	1	SINE	1	RSINE1
416	mouse	3	LTR	1	IAPEY3_LTR
417	mouse	4	DNA	0	MMAR1
418	mouse	4	DNA	0	Charlie4
419	mouse	4	DNA	0	Helitron1Nb_Mam
420	mouse	3	LTR	3	MTEa
421	mouse	3	LTR	3	RLTR14
422	mouse	4	DNA	3	MMAR1
423	mouse	3	LTR	1	RLTR25A
424	mouse	1	SINE	1	B1_Mus1
425	mouse	4	DNA	0	URR1A
426	mouse	4	DNA	0	MER58B
427	mouse	1	SINE	3	MIRb
428	mouse	2	LINE	2	Lx6
429	mouse	1	SINE	1	B1_Mus1
430	mouse	3	LTR	3	RLTR45-int
431	mouse	2	LINE	2	L1MB4
432	mouse	4	DNA	0	MER2
433	mouse	3	LTR	3	RLTR6B_Mm
434	mouse	3	LTR	3	RLTR45-int
435	mouse	2	LINE	2	Lx9
436	mouse	2	LINE	2	Lx8
437	mouse	4	DNA	0	UCON26
438	mouse	4	DNA	0	MER2
439	mouse	2	LINE	2	Lx8
440	mouse	2	LINE	2	Lx9
441	mouse	3	LTR	3	RLTR45
442	mouse	1	SINE	1	B4A
443	mouse	1	SINE	1	B3A
444	mouse	2	LINE	2	Lx9
445	mouse	3	LTR	3	RLTRETN_Mm
446	mouse	1	SINE	1	B3A
447	mouse	2	LINE	2	L1Lx_III
448	mouse	1	SINE	1	MIRb
449	mouse	1	SINE	2	B1_Mus1
450	mouse	2	LINE	2	L1MdA_III
451	mouse	3	LTR	3	RMER4B
452	mouse	4	DNA	0	Charlie1a
453	mouse	3	LTR	3	ORR1G
454	mouse	4	DNA	0	URR1B
455	mouse	3	LTR	3	IAPEy-int
456	mouse	3	LTR	3	ORR1E
457	mouse	4	DNA	0	MER5B
458	mouse	4	DNA	0	Charlie13a
459	mouse	4	DNA	0	MER2
460	mouse	1	SINE	1	B4A
461	mouse	4	DNA	0	MER2
462	mouse	2	LINE	2	L1MdF_II
463	mouse	2	LINE	2	L1MdF_II
464	mouse	2	LINE	2	Lx2
465	mouse	1	SINE	1	B4A
466	mouse	3	LTR	0	MTD
467	mouse	1	SINE	1	ID_B1
468	mouse	1	SINE	1	B1F
469	mouse	1	SINE	1	B2_Mm2
470	mouse	4	DNA	0	MER5B
471	mouse	4	DNA	0	MER119
472	mouse	4	DNA	3	Tigger1
473	mouse	2	LINE	2	L1MdA_III
474	mouse	2	LINE	2	Lx9
475	mouse	2	LINE	2	L1Lx_II
476	mouse	4	DNA	0	Zaphod
477	mouse	4	DNA	0	URR1A
478	mouse	1	SINE	1	B1_Mur1
479	mouse	1	SINE	1	B3
