exp_id	model_key	window	stride	weight_mode	data_jsonl	model_dir	n_windows	variant	threshold	bp_tp	bp_fp	bp_fn	bp_tn	bp_precision	bp_recall	bp_f1	bp_positive_rate_true	bp_positive_rate_pred	bp_n	true_segments	pred_segments	segment_tp	segment_fp	segment_fn	segment_precision_iou50	segment_recall_iou50	segment_f1_iou50	mean_matched_iou	boundary_precision_100bp	boundary_recall_100bp	boundary_f1_100bp	median_boundary_error_bp	mean_pred_fragments_per_true_te	median_pred_fragments_per_true_te	split_true_te_rate	missed_true_te_rate	pred_short_fragment_rate	mean_pred_segment_len	chrom	source_path
PIPE-TEFM-SEG-SF-20260618	generanno	2048	1024	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s1024/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	2400	crf_style_penalty4	0.5	1068707	64380	70938	1254599	0.9431817680372293	0.9377543006813526	0.9404602038427761	0.46352960029675133	0.46086225465951686	2458624	3661	2873	2364	509	1297	0.8228332753219632	0.6457252116907949	0.723599632690542	0.88910626290242	0.7024016707274626	0.551215514886643	0.6176920722375269	3.5	0.9590275880906856	1.0	0.0270417918601475	0.07320404261130839	0.07448659937347721	394.3915767490428	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s1024.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	1024	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s1024/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	2400	crf_style_penalty4	0.5	1068707.0	64380.0	70938.0	1254599.0	0.9431817680372293	0.9377543006813526	0.9404602038427761	0.46352960029675133	0.46086225465951686	2458624.0	3661.0	2873.0	2364.0	509.0	1297.0	0.8228332753219632	0.6457252116907949	0.723599632690542	0.88910626290242	0.7024016707274626	0.551215514886643	0.6176920722375269	3.5	0.9590275880906856	1.0	0.0270417918601475	0.07320404261130839	0.07448659937347721	394.3915767490428	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s1024.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	raw_threshold	0.5	1066680	68490	71964	1250466	0.9396654245619599	0.936798507698631	0.9382297760502838	0.4633154296875	0.46190185546875	2457600	3657	8929	2691	6238	966	0.30137753387837385	0.7358490566037735	0.4276179882409026	0.8858197621236007	0.2588195766603203	0.6319387476073284	0.3672334339742571	4.0	1.6078753076292043	1.0	0.18867924528301888	0.06426032266885426	0.6585283906372494	127.13293761899429	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	raw_threshold	0.5	1066680.0	68490.0	71964.0	1250466.0	0.9396654245619599	0.9367985076986312	0.9382297760502837	0.4633154296875	0.46190185546875	2457600.0	3657.0	8929.0	2691.0	6238.0	966.0	0.30137753387837385	0.7358490566037735	0.42761798824090264	0.8858197621236007	0.2588195766603203	0.6319387476073284	0.3672334339742571	4.0	1.6078753076292043	1.0	0.18867924528301888	0.06426032266885426	0.6585283906372494	127.13293761899429	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap50_min80	0.5	1074706	92952	63938	1226004	0.9203944990742152	0.9438472428608063	0.9319733495439885	0.4633154296875	0.47512125651041665	2457600	3657	2063	1557	506	2100	0.7547261269995152	0.4257588187038556	0.5444055944055944	0.8597561603031588	0.5860397479398933	0.3305988515176374	0.42272727272727273	7.0	0.9291769209734755	1.0	0.00847689362865737	0.08176100628930817	0.0	566.0	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap50_min80	0.5	1074706.0	92952.0	63938.0	1226004.0	0.9203944990742152	0.9438472428608063	0.9319733495439886	0.4633154296875	0.47512125651041665	2457600.0	3657.0	2063.0	1557.0	506.0	2100.0	0.7547261269995152	0.4257588187038556	0.5444055944055944	0.8597561603031588	0.5860397479398933	0.3305988515176374	0.42272727272727273	7.0	0.9291769209734755	1.0	0.00847689362865737	0.08176100628930817	0.0	566.0	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap100_min100	0.5	1077700	120056	60944	1198900	0.8997658955580269	0.9464766863040599	0.9225303886320836	0.4633154296875	0.4873681640625	2457600	3657	1647	1134	513	2523	0.6885245901639344	0.31009023789991796	0.4276018099547511	0.8487967734294622	0.50394656952034	0.22696199070276182	0.3129713423831071	8.25	0.9176920973475526	1.0	0.0030079299972655183	0.08695652173913043	0.0	727.2349726775956	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap100_min100	0.5	1077700.0	120056.0	60944.0	1198900.0	0.8997658955580268	0.9464766863040599	0.9225303886320836	0.4633154296875	0.4873681640625	2457600.0	3657.0	1647.0	1134.0	513.0	2523.0	0.6885245901639344	0.31009023789991796	0.4276018099547511	0.8487967734294624	0.50394656952034	0.22696199070276182	0.3129713423831071	8.25	0.9176920973475526	1.0	0.0030079299972655183	0.08695652173913043	0.0	727.2349726775956	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap200_min100	0.5	1089819	191455	48825	1127501	0.8505745063116866	0.9571200480571628	0.9007073793409529	0.4633154296875	0.5213517252604166	2457600	3657	1206	671	535	2986	0.5563847429519071	0.1834837298331966	0.27596134073617107	0.836228609224627	0.3839137645107794	0.12660650806672136	0.19041743779559941	9.0	0.9324582991523106	1.0	0.0016406890894175555	0.07027618266338528	0.0	1062.4162520729685	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	gap200_min100	0.5	1089819.0	191455.0	48825.0	1127501.0	0.8505745063116866	0.9571200480571628	0.9007073793409529	0.4633154296875	0.5213517252604166	2457600.0	3657.0	1206.0	671.0	535.0	2986.0	0.5563847429519071	0.1834837298331966	0.27596134073617107	0.836228609224627	0.3839137645107794	0.12660650806672136	0.19041743779559944	9.0	0.9324582991523106	1.0	0.0016406890894175555	0.07027618266338528	0.0	1062.4162520729685	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	hmm_penalty2	0.5	1067548	68701	71096	1250255	0.9395370204946275	0.9375608179553926	0.938547878955186	0.4633154296875	0.4623409016927083	2457600	3657	3112	2461	651	1196	0.7908097686375322	0.6729559748427673	0.7271384251735854	0.8865576242197103	0.6709511568123393	0.5709598031173093	0.6169301226178165	3.5	0.9827727645611156	1.0	0.039649986327590925	0.0694558381186765	0.09897172236503857	365.1185732647815	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	hmm_penalty2	0.5	1067548.0	68701.0	71096.0	1250255.0	0.9395370204946276	0.9375608179553926	0.938547878955186	0.4633154296875	0.4623409016927083	2457600.0	3657.0	3112.0	2461.0	651.0	1196.0	0.790809768637532	0.6729559748427673	0.7271384251735854	0.8865576242197104	0.6709511568123392	0.5709598031173093	0.6169301226178165	3.5	0.9827727645611156	1.0	0.039649986327590925	0.0694558381186765	0.09897172236503857	365.1185732647815	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	crf_style_penalty4	0.5	1067882	68991	70762	1249965	0.9393151213899882	0.9378541493214736	0.9385840668296479	0.4633154296875	0.46259480794270835	2457600	3657	2910	2355	555	1302	0.8092783505154639	0.6439704675963905	0.717222476016446	0.884935107683736	0.6835051546391753	0.5438884331419196	0.6057560529922339	3.5	0.9671862182116489	1.0	0.02980585179108559	0.07027618266338528	0.07353951890034365	390.6780068728522	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	2048	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s2048/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	1200	crf_style_penalty4	0.5	1067882.0	68991.0	70762.0	1249965.0	0.9393151213899881	0.9378541493214736	0.9385840668296479	0.4633154296875	0.46259480794270835	2457600.0	3657.0	2910.0	2355.0	555.0	1302.0	0.8092783505154639	0.6439704675963905	0.717222476016446	0.8849351076837361	0.6835051546391753	0.5438884331419196	0.6057560529922339	3.5	0.9671862182116489	1.0	0.02980585179108559	0.07027618266338528	0.07353951890034365	390.6780068728522	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s2048.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	raw_threshold	0.5	1068232	63049	71925	1255930	0.9442676046004486	0.9369165825408255	0.9405777309352049	0.4636412951540704	0.4600318973818447	2459136	3661	7984	2696	5288	965	0.3376753507014028	0.736410816716744	0.46303134392443107	0.891332022481064	0.2918336673346693	0.6364381316580169	0.4001717475311292	3.5	1.5239005736137667	1.0	0.17672767003550943	0.06774105435673314	0.625876753507014	141.6935120240481	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	raw_threshold	0.5	1068232.0	63049.0	71925.0	1255930.0	0.9442676046004486	0.9369165825408255	0.9405777309352049	0.4636412951540704	0.4600318973818447	2459136.0	3661.0	7984.0	2696.0	5288.0	965.0	0.3376753507014028	0.736410816716744	0.46303134392443107	0.891332022481064	0.2918336673346693	0.6364381316580169	0.4001717475311292	3.5	1.5239005736137667	1.0	0.17672767003550943	0.06774105435673314	0.625876753507014	141.6935120240481	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	gap50_min80	0.5	1075308	85518	64849	1233461	0.9263300442960444	0.9431227453762947	0.9346509730841124	0.4636412951540704	0.4720462796689569	2459136	3661	2068	1571	497	2090	0.7596711798839458	0.4291177273968861	0.5484377727352068	0.8642421910120949	0.5938104448742747	0.3354274788309205	0.4286961075231279	5.5	0.9257033597377765	1.0	0.0076481835564053535	0.08467631794591642	0.0	561.3278529980657	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	gap50_min80	0.5	1075308.0	85518.0	64849.0	1233461.0	0.9263300442960443	0.9431227453762948	0.9346509730841124	0.4636412951540704	0.4720462796689569	2459136.0	3661.0	2068.0	1571.0	497.0	2090.0	0.7596711798839458	0.4291177273968861	0.5484377727352068	0.864242191012095	0.5938104448742747	0.3354274788309205	0.4286961075231279	5.5	0.9257033597377765	1.0	0.0076481835564053535	0.08467631794591642	0.0	561.3278529980657	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	gap100_min100	0.5	1077591	112764	62566	1206215	0.9052685963431077	0.9451251011922043	0.924767604715187	0.4636412951540704	0.48405415560587134	2459136	3661	1637	1142	495	2519	0.6976175931582163	0.31193662933624694	0.43110607776519444	0.8517311199661476	0.5100794135613927	0.2280797596285168	0.31521328803322	7.0	0.9145042338158973	1.0	0.003004643540016389	0.08986615678776291	0.0	727.1563836285889	chr17	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
PIPE-TEFM-SEG-SF-20260618	generanno	2048	512	triangular	software_outputs/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/data/human_H0_overlap_w2048_s512/test/data.jsonl.gz	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w2048_seed42	4800	gap100_min100	0.5	1077591.0	112764.0	62566.0	1206215.0	0.9052685963431076	0.9451251011922043	0.9247676047151869	0.4636412951540704	0.48405415560587134	2459136.0	3661.0	1637.0	1142.0	495.0	2519.0	0.6976175931582163	0.31193662933624694	0.43110607776519444	0.8517311199661476	0.5100794135613927	0.2280797596285168	0.31521328803322	7.0	0.9145042338158973	1.0	0.003004643540016389	0.08986615678776291	0.0	727.1563836285889	WEIGHTED_MEAN	reports/tefm_seg_sf/PIPE-TEFM-SEG-SF-20260618/overlap_segment/summary_w2048_s512.tsv
